filename,code,statement,type,notes
page_16.png,,"Recognizes that illustrations and photographs are representations of real things (e.g., points to pictures in book rather than trying to grasp objects on page; identifies people in photographs; learns names of animals from book and extends knowledge to real animals they see)",Indicator,SYMBOLIC REPRESENTATION
page_16.png,,19-36m,,
page_16.png,,"Uses familiar objects to represent something else (object substitution; e.g., uses a block as a pretend phone) and acts out routines, stories, or social roles alone or with peers",Indicator,PRETEND PLAY
page_16.png,,"Recognizes that illustrations and photographs are representations of real things (e.g., points to pictures in book rather than trying to grasp objects on page; identifies people in photographs; learns names of animals from book and extends knowledge to real animals they see)",Indicator,SYMBOLIC REPRESENTATION
page_16.png,,"Shows awareness that symbols (e.g., sign, icon, drawing) have meaning and understands that print carries a message",Indicator,SYMBOLIC REPRESENTATION
page_16.png,,37-48m,,
page_16.png,,"Uses language or imaginary props to stand in for objects (e.g., mimes holding a phone; says ""Let's pretend I gave you a ticket for the bus"") and engages in increasingly complex, longer play scenarios, assigning or assuming roles and discussing and planning actions",Indicator,PRETEND PLAY
page_16.png,,"Uses drawing, emergent writing of numbers and letters, movement, and other constructions (e.g., art projects) to represent ideas or feelings",Indicator,SYMBOLIC REPRESENTATION
page_16.png,,49-60m,,
page_16.png,,"With adult support and prompting, engages in thinking that goes beyond the ""here and now"" (e.g., discusses details in a story that are not shown in an illustration, begins to understand explanations of events they have not directly experienced)",Indicator,ABSTRACT THINKING
page_28.png,LD,Language Development,Domain of Development & Learning,
page_28.png,LD1.,RECEPTIVE AND EXPRESSIVE LANGUAGE DEVELOPMENT,Domain Component,
page_28.png,LD1.1,Demonstrates understanding and ability to process and respond to language,Learning Goal,
page_28.png,,Receptive language describes children's ability to understand and respond to language (in the child's home language). This includes their understanding of an increasingly large vocabulary of words and their ability to comprehend and follow directions.,Indicator,RECEPTIVE LANGUAGE
page_28.png,,"Expressive language refers to a child's speaking vocabulary, grammar and sentence structure, and clarity of communication.",Indicator,EXPRESSIVE LANGUAGE
page_28.png,,Communication skills outline a child's ability to hold conversations and understand the social rules of language. Even young babies engage in 'conversations' by making sounds or faces back-and-forth with adults.,Indicator,COMMUNICATION SKILLS
page_28.png,,"For children from families who speak a language other than English at home, development depends on exposure time rather than age. Progress through 'early-stage', 'mid-stage' and 'late-stage' English language development varies based on individual characteristics, exposure to English, and other factors.",Indicator,ENGLISH LANGUAGE DEVELOPMENT
page_28.png,,"Early professionals should monitor for potential developmental delays, while understanding that language development varies widely between children.",Indicator,WARNING SIGNS
page_65.png,CA,Creativity and Aesthetics,Domain of Development & Learning,
page_65.png,CA2.,VISUAL ARTS,Domain Component,
page_65.png,CA2.1,Explores manipulates creates and responds to a variety of art media,Learning Goal,
page_65.png,,BIRTH-8m,Indicator,
page_65.png,,Explores textures and other sensory experiences,Indicator,EXPLORATION OF ART
page_65.png,,Shows interest in gazing at pictures photographs and bright and/or contrasting colors,Indicator,EXPLORATION OF ART
page_65.png,,9-18m,,
page_65.png,,Participates in child-initiated visual art activities* and with adult support experiments with a variety of media and materials (e.g. crayons markers colored pencils chalk paints collage materials play dough clay),Indicator,EXPLORATION OF ART
page_65.png,,19-36m,,
page_65.png,,Shows increasing range and intentionality in art creations (e.g. draws multiple simple shapes; uses a variety of tools to make different textures in play dough; shows preferences and makes choices about colors),Indicator,ART CONCEPTS
page_65.png,,Tells about their artistic creations with increasing detail,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,Recognizes and states that objects in the environment are beautiful and later in this age range can articulate why they believe it is beautiful,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,37-48m,,
page_65.png,,"Engages in child-initiated visual art activities with increased independence intentionality planning and knowledge of art media and materials (e.g. asks a friend ""Can I use the easel when you're done?""; creates two- or three-dimensional art that approximate or depict people animals and objects; says ""I'm going to draw daddy"" before starting a project)",Indicator,EXPLORATION OF ART
page_65.png,,Tells about their artistic creations with increasing detail,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,Recognizes and states that objects in the environment are beautiful and later in this age range can articulate why they believe it is beautiful,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,Chooses their own art for display in the learning environment or for inclusion in a book and briefly explains their choice,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,49-60m,,
page_65.png,,With adult support demonstrates the foundational components of art including line shape (e.g. by drawing lines and different shapes) color (e.g. by using different colors) and texture (e.g. by describing how a piece of art feels,Indicator,ART CONCEPTS
page_65.png,,Tells about their artistic creations with increasing detail,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,Recognizes and states that objects in the environment are beautiful and later in this age range can articulate why they believe it is beautiful,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,Chooses their own art for display in the learning environment or for inclusion in a book and briefly explains their choice,Indicator,ART APPRECIATION & EXPRESSION
page_65.png,,Communicates with others about art by discussing the ideas behind own art and how it was made; the feelings generated by looking at different art; and by showing appreciation for the artwork of others,Indicator,ART APPRECIATION & EXPRESSION
page_61.png,SS,Social Studies,Domain of Development & Learning,
page_61.png,SS2.,HISTORY AND GEOGRAPHY,Domain Component,
page_61.png,SS2.1,Shows awareness of sequence and change over time,Learning Goal,
page_61.png,,BIRTH-8m,Indicator,
page_61.png,,"Shows anticipation for regularly scheduled daily activities (e.g., when bottle is seen, kicks feet and smiles in anticipation of being fed; later in this age range, moves to the table after handwashing without the caregiver's instruction)",Indicator,AWARENESS OF PAST & FUTURE
page_61.png,,9-18m,,
page_61.png,,"Shows anticipation for regularly scheduled daily activities (e.g., when bottle is seen, kicks feet and smiles in anticipation of being fed; later in this age range, moves to the table after handwashing without the caregiver's instruction)",Indicator,AWARENESS OF PAST & FUTURE
page_61.png,,19-36m,,
page_61.png,,"Shows anticipation for regularly scheduled daily activities (e.g., when bottle is seen, kicks feet and smiles in anticipation of being fed; later in this age range, moves to the table after handwashing without the caregiver's instruction)",Indicator,AWARENESS OF PAST & FUTURE
page_61.png,,"Understands and, later in this age range, uses increasingly complex time-related words and concepts (e.g., ""now/later,"" ""day/night,"" ""last time/next time"")",Indicator,TIME CONCEPTS
page_61.png,,37-48m,,
page_61.png,,"Discusses events in the immediate past or future (e.g., gives simple account of what happened that day; communicates ""After lunch, we get to read books"") and communicates about events that are increasingly distant from the present (e.g., talks about ""When I was a baby..."" and makes predictions about future events with adult support)",Indicator,AWARENESS OF PAST & FUTURE
page_61.png,,"Understands and, later in this age range, uses increasingly complex time-related words and concepts (e.g., ""now/later,"" ""day/night,"" ""last time/next time"")",Indicator,TIME CONCEPTS
page_61.png,,49-60m,,
page_61.png,,"Discusses events in the immediate past or future (e.g., gives simple account of what happened that day; communicates ""After lunch, we get to read books"") and communicates about events that are increasingly distant from the present (e.g., talks about ""When I was a baby..."" and makes predictions about future events with adult support)",Indicator,AWARENESS OF PAST & FUTURE
page_61.png,,"Understands and, later in this age range, uses increasingly complex time-related words and concepts (e.g., ""now/later,"" ""day/night,"" ""last time/next time"")",Indicator,TIME CONCEPTS
page_49.png,MT,Mathematical Thinking,Domain of Development & Learning,
page_49.png,MT3.,MEASUREMENT AND COMPARISON,Domain Component,
page_49.png,MT3.1,Participates in exploratory measurement activities and compares objects,Learning Goal,
page_49.png,,BIRTH-8m,Indicator,
page_49.png,,"Explores the size and shape of objects in various ways (e.g., grasping, mouthing, banging, dropping)",Indicator,MEASUREMENT
page_49.png,,9-18m,,
page_49.png,,"Investigates properties of objects and materials (e.g., volume, relative size) through exploration and play (e.g., tries to squeeze large object into smaller container, pours liquid from one container to another); later in this age range labels some attributes of objects (e.g., recognizes length by communicating I'm tall"")""",Indicator,MEASUREMENT
page_49.png,,Uses descriptive words or signs of increasing complexity including big, little, hot
page_49.png,,19-36m,,
page_49.png,,"Investigates properties of objects and materials (e.g., volume, relative size) through exploration and play (e.g., tries to squeeze large object into smaller container, pours liquid from one container to another); later in this age range labels some attributes of objects (e.g., recognizes length by communicating I'm tall"")""",Indicator,MEASUREMENT
page_49.png,,37-48m,,
page_49.png,,"Measures attributes of objects (e.g., length, height, weight) using non-standard units (e.g., lines up a variety of objects, such as blocks and cars, end-to-end without gaps, to measure rug); and explores formal measuring tools (e.g., measuring cups, scale, ruler) with increasing independence and initiation of activity",Indicator,MEASUREMENT
page_49.png,,"Directly compares objects to see which is longer and later in this age range uses a third object to compare the length of two objects (e.g., uses yarn to measure two different objects)",Indicator,MEASUREMENT
page_49.png,,"Uses comparative language (e.g., shorter"," heaviest"") to directly compare two or more objects (e.g."," identifies ""small"
page_49.png,,Shows increasing ability to identify that different arrangements of the same number of objects are equal; begins to count to compare,Indicator,COMPARISON
page_49.png,,"Organizes a small set of objects (i.e., three to five) in an increasing or decreasing order (seriation; e.g., arranges a set of twigs from shortest to longest)",Indicator,SERIATION
page_49.png,,49-60m,,
page_49.png,,"Measures attributes of objects (e.g., length, height, weight) using non-standard units (e.g., lines up a variety of objects, such as blocks and cars, end-to-end without gaps, to measure rug); and explores formal measuring tools (e.g., measuring cups, scale, ruler) with increasing independence and initiation of activity",Indicator,MEASUREMENT
page_49.png,,"Uses comparative language (e.g., shorter"," heaviest"") to directly compare two or more objects (e.g."," identifies ""small"
page_49.png,,Shows increasing ability to identify that different arrangements of the same number of objects are equal; begins to count to compare,Indicator,COMPARISON
page_49.png,,"Organizes a small set of objects (i.e., three to five) in an increasing or decreasing order (seriation; e.g., arranges a set of twigs from shortest to longest)",Indicator,SERIATION
