filename,code,statement,type,notes
page_24.png,,"Shows a willingness to taste new foods (e.g., will take at least one bite of a new food, though may need to be offered several times) and expresses preferences about foods",Indicator,EXPLORATION OF FOOD EXPERIENCES
page_24.png,,"Engages in basic cooking tasks during food experiences or in dramatic play scenarios (e.g., stirring ingredients in a bowl; setting plates out for snack; cutting with a plastic knife; scooping and measuring, spreading, sprinkling or mashing)",Indicator,EXPLORATION OF FOOD EXPERIENCES
page_24.png,,"Names an increasing variety of foods, begins to ask questions about where food comes from, and later makes connections among food items (e.g., calls an apple and a pear ""fruit""; after working in the garden, notices that carrots and potatoes both grow in the ground)",Indicator,FOOD KNOWLEDGE
page_24.png,,"Shows increasing awareness of healthy and unhealthy foods; demonstrates basic understanding that eating a variety of foods helps the body grow and be healthy, and makes choices about foods, sometimes based on whether the food is nutritious",Indicator,FOOD KNOWLEDGE
page_24.png,,49-60m,,
page_24.png,,"Engages in basic cooking tasks during food experiences or in dramatic play scenarios (e.g., stirring ingredients in a bowl; setting plates out for snack; cutting with a plastic knife; scooping and measuring, spreading, sprinkling or mashing)",Indicator,EXPLORATION OF FOOD EXPERIENCES
page_24.png,,"Names an increasing variety of foods, begins to ask questions about where food comes from, and later makes connections among food items (e.g., calls an apple and a pear ""fruit""; after working in the garden, notices that carrots and potatoes both grow in the ground)",Indicator,FOOD KNOWLEDGE
page_24.png,,"Shows increasing awareness of healthy and unhealthy foods; demonstrates basic understanding that eating a variety of foods helps the body grow and be healthy, and makes choices about foods, sometimes based on whether the food is nutritious",Indicator,FOOD KNOWLEDGE
page_18.png,PDH,Physical Development and Health,Domain of Development & Learning,
page_18.png,PDH1.,Special Considerations,Domain Component,
page_18.png,PDH1.1,Physical Development and Health Adaptations,Learning Goal,
page_18.png,,Special Considerations,Indicator,
page_18.png,,"Children will reach the physical development indicators at different ages. Young children who live in poverty, lack stable relationships at home, live with drug- or alcohol-dependent caregivers, or who are exposed to other adverse conditions may face more challenges in engaging in physical activity and supporting their own nutrition and health. These children may require more intense positive interactions and learning opportunities to support their physical development and health.",Indicator,ADAPTATIONS
page_18.png,,"Children's cultural background may play a role in how they develop and meet physical development and health milestones. Children's development in certain areas is dependent on the exposure they have to certain activities and opportunities to practice certain skills. For example, girls in some cultures may not be exposed to riding a bike or other physical activities. Similarly, a child's demonstration of fine motor skills using utensils may depend on whether early self-help skills such as feeding oneself are expected and taught in their family and culture, and use of utensils may vary across cultures.",Indicator,CULTURAL CONSIDERATIONS
page_18.png,,"Children with physical disabilities should be included in physical activities, but may require alternate ways of meeting gross and fine motor indicators. These children may pedal an adaptive tricycle, navigate a wheelchair, or feed themselves with a specialized spoon. Children with cognitive disabilities may also meet the physical development and health goals in a different way, often at a different pace, with a different degree of accomplishment, and in a different order than typically developing children. When observing how children demonstrate what they know and can do, early childhood professionals must consider appropriate adaptations and modifications, as necessary.",Indicator,DISABILITIES
page_18.png,,"A key consideration in promoting physical development is the safety of the children involved in physical activities. Wearing the appropriate safety equipment during a physical activity, not swinging an object when others are close, and providing adequate space to allow children the ability to move without bumping into others are key elements of safety when engaging in physical activity.",Indicator,SAFETY
page_32.png,LD,Language Development,Domain of Development & Learning,
page_32.png,LD3.,COMMUNICATION SKILLS,Domain Component,
page_32.png,LD3.1,Communicates using social and conversational rules,Learning Goal,
page_32.png,,BIRTH-8m,Indicator,
page_32.png,,"Uses eye contact, facial expressions, gestures, and sounds to engage in turn-taking ""conversations"" with adults",Indicator,CONVERSATIONS
page_32.png,,9-18m,,
page_32.png,,"Initiates interaction or ""conversation"" with adults by pointing at objects, speaking or signing a word, sharing a toy, or calling attention to an object or person",Indicator,CONVERSATIONS
page_32.png,,"Shows joint attention* by shifting gaze to where an adult is looking or gesturing (e.g., looks at an object an adult is pointing to and looking at) and when older, initiates bids for joint attention (e.g., holds up a toy and looks at it, looks at adult for eye contact, then returns gaze to toy)",Indicator,SOCIAL RULES OF LANGUAGE
page_32.png,,19-36m,,
page_32.png,,"Engages in brief back-and-forth conversations, often repeating or imitating words, tone, and actions of adults",Indicator,CONVERSATIONS
page_32.png,,"Begins to use polite forms of communication by saying ""please,"" ""thank you,"" and ""excuse me"" with modeling",Indicator,SOCIAL RULES OF LANGUAGE
page_32.png,,37-48m,,
page_32.png,,"Engages in back-and-forth conversations of increasing duration (two to five conversational exchanges**), with increasing ability to extend conversations by asking questions, making comments related to the topic, and later in this age range, engages in a wider variety of conversational topics",Indicator,CONVERSATIONS
page_32.png,,"With support and reminders, uses social rules of language*** with increasing consistency and ability to apply rules in both familiar and unfamiliar settings",Indicator,SOCIAL RULES OF LANGUAGE
page_32.png,,49-60m,,
page_32.png,,"Engages in back-and-forth conversations of increasing duration (two to five conversational exchanges**), with increasing ability to extend conversations by asking questions, making comments related to the topic, and later in this age range, engages in a wider variety of conversational topics",Indicator,CONVERSATIONS
page_32.png,,"With support and reminders, uses social rules of language*** with increasing consistency and ability to apply rules in both familiar and unfamiliar settings",Indicator,SOCIAL RULES OF LANGUAGE
page_22.png,PH,Physical Development and Health,Domain of Development & Learning,
page_22.png,PH2.,FINE MOTOR,Domain Component,
page_22.png,PH2.1,Demonstrates fine-motor strength control and coordination,Learning Goal,
page_22.png,,BIRTH-8m,Indicator,
page_22.png,,"Uses hand-eye coordination to reach for, touch, and explore properties of objects",Indicator,HAND-EYE COORDINATION
page_22.png,,"Grasps objects with increasing skill, adjusting grasp to match task (e.g., uses index finger and thumb [pincer grasp] to pick up pieces of cereal, uses whole hands to bang two blocks together)",Indicator,GRASP AND MANIPULATION
page_22.png,,9-18m,,
page_22.png,,"Uses hand-eye coordination to reach for, touch, and explore properties of objects",Indicator,HAND-EYE COORDINATION
page_22.png,,"Grasps objects with increasing skill, adjusting grasp to match task (e.g., uses index finger and thumb [pincer grasp] to pick up pieces of cereal, uses whole hands to bang two blocks together)",Indicator,GRASP AND MANIPULATION
page_22.png,,19-36m,,
page_22.png,,"Uses hand-eye coordination to complete tasks (e.g., turning pages and pointing to pictures in books, turning knobs and unscrewing lids), though may lack precision in some actions (e.g., spills water when pouring)",Indicator,HAND-EYE COORDINATION
page_22.png,,"Handles medium-size blocks, puzzle pieces, and manipulatives (e.g., works on three- to four-piece puzzles, puts together large connecting blocks or linking toys, strings large beads)",Indicator,GRASP AND MANIPULATION
page_22.png,,"Manipulates a variety of fasteners with increasing skill, such as buttons, zippers, laces, and buckles",Indicator,GRASP AND MANIPULATION
page_22.png,,37-48m,,
page_22.png,,"Shows increasing refinement in hand-eye coordination (e.g., tracks words across page with finger with adult modeling and support, pours without spilling, pushes specific keys on keyboard)",Indicator,HAND-EYE COORDINATION
page_22.png,,"Handles smaller blocks, puzzle pieces, and manipulatives (e.g., works puzzles of up to 10 pieces, builds structures using small Legos® or blocks, arranges small pegs in pegboard, strings small beads)",Indicator,GRASP AND MANIPULATION
page_22.png,,"Manipulates a variety of fasteners with increasing skill, such as buttons, zippers, laces, and buckles",Indicator,GRASP AND MANIPULATION
page_22.png,,49-60m,,
page_22.png,,"Shows increasing refinement in hand-eye coordination (e.g., tracks words across page with finger with adult modeling and support, pours without spilling, pushes specific keys on keyboard)",Indicator,HAND-EYE COORDINATION
page_22.png,,"Handles smaller blocks, puzzle pieces, and manipulatives (e.g., works puzzles of up to 10 pieces, builds structures using small Legos® or blocks, arranges small pegs in pegboard, strings small beads)",Indicator,GRASP AND MANIPULATION
page_22.png,,"Manipulates more complex fasteners (e.g., threads belt through loops on pants, attempts to tie shoes)",Indicator,GRASP AND MANIPULATION
page_35.png,EL,Emergent Literacy,Domain of Development & Learning,
page_35.png,EL1.,EARLY LITERACY DEVELOPMENT,Domain Component,
page_35.png,EL1.1,Demonstrates developmental progression of literacy skills,Learning Goal,
page_35.png,,BIRTH-8m,Indicator,
page_35.png,,By 9 months,Indicator,
page_35.png,,"A child doesn't babble (""mama"", ""baba"", ""dada""), doesn't play any games involving back-and-forth interaction, doesn't respond to own name or doesn't look where you point",Indicator,WARNING SIGNS
page_35.png,,By 18 months,Indicator,
page_35.png,,A child doesn't gain new words or doesn't have at least 6 words,Indicator,WARNING SIGNS
page_35.png,,By 3 years old (36 months),Indicator,
page_35.png,,"A child drools, has very unclear speech, doesn't speak in sentences, or doesn't understand simple instructions",Indicator,WARNING SIGNS
page_35.png,,By 4 years old (48 months),Indicator,
page_35.png,,"A child has trouble scribbling, can't retell a favorite story, doesn't follow 3-part commands, doesn't understand ""same"" and ""different"" or ""he"" and ""she"", doesn't use ""me"" and ""you"" correctly, or speaks unclearly",Indicator,WARNING SIGNS
page_35.png,,By 5 years old (60 months),Indicator,
page_35.png,,"A child can't give his or her first and last name, doesn't use plurals or past tense properly, or doesn't talk about daily activities or experiences",Indicator,WARNING SIGNS
page_35.png,,Additional Warning Signs,Indicator,
page_35.png,,"For older preschool children (4-5 years old), difficulty with rhyming games, learning the alphabet, associating appropriate sounds with letters, or delayed or impaired speech",Indicator,WARNING SIGNS
page_10.png,CD,Cognitive Development,Domain of Development & Learning,
page_10.png,CD1.,APPROACHES TO LEARNING,Domain Component,
page_10.png,CD1.2,Shows persistence in approaching tasks,Learning Goal,
page_10.png,,BIRTH-8m,Indicator,
page_10.png,,"Repeats actions to produce similar results (e.g., repeatedly shakes toy to produce noise; puts objects in a container and dumps them out over and over again)",Indicator,DETERMINATION
page_10.png,,"Demonstrates increasing ability to continue interactions with others (e.g., attends to game of peek-a-boo for longer period of time, makes back-and-forth vocalizations with adult) and stays engaged with toys for more than just a brief time",Indicator,TASK COMPLETION
page_10.png,,9-18m,,
page_10.png,,"Demonstrates increasing ability to continue interactions with others (e.g., attends to game of peek-a-boo for longer period of time, makes back-and-forth vocalizations with adult) and stays engaged with toys for more than just a brief time",Indicator,TASK COMPLETION
page_10.png,,"Shows increasing willingness to repeat attempts at communication if not understood or repeat actions when encountering difficulties, with increasing ability to try different strategies until successful (e.g., repeatedly tries to force same shape into shape sorter; later in age range, tries a different shape after unsuccessful attempt)",Indicator,ACCEPTANCE OF CHALLENGES
page_10.png,,19-36m,,
page_10.png,,"Practices an activity many times with increasing independence to learn new skills and build mastery (e.g., chooses the same puzzle every day until they are able to assemble each piece quickly and easily)",Indicator,DETERMINATION
page_10.png,,"Persists in activities for longer periods of time and shows increasing tendency to engage in tasks from start-to-finish (e.g., insists on finishing a drawing before going outside, wants to continue building structure until all blocks are used) and later in this age range seeks to return to an activity after having been away from it in order to complete the task",Indicator,TASK COMPLETION
page_10.png,,"Shows increasing willingness to repeat attempts at communication if not understood or repeat actions when encountering difficulties, with increasing ability to try different strategies until successful (e.g., repeatedly tries to force same shape into shape sorter; later in age range, tries a different shape after unsuccessful attempt)",Indicator,ACCEPTANCE OF CHALLENGES
page_10.png,,37-48m,,
page_10.png,,"Practices an activity many times with increasing independence to learn new skills and build mastery (e.g., chooses the same puzzle every day until they are able to assemble each piece quickly and easily)",Indicator,DETERMINATION
page_10.png,,"Persists in activities for longer periods of time and shows increasing tendency to engage in tasks from start-to-finish (e.g., insists on finishing a drawing before going outside, wants to continue building structure until all blocks are used) and later in this age range seeks to return to an activity after having been away from it in order to complete the task",Indicator,TASK COMPLETION
page_10.png,,"Persists with adult encouragement and support even when presented with challenges (e.g., continues trying to build tall block tower even when some pieces fall; tries again to write name after running out of space on paper or recognizing a mistake)",Indicator,ACCEPTANCE OF CHALLENGES
page_10.png,,49-60m,,
page_10.png,,"Practices an activity many times with increasing independence to learn new skills and build mastery (e.g., chooses the same puzzle every day until they are able to assemble each piece quickly and easily)",Indicator,DETERMINATION
page_10.png,,"Persists in activities for longer periods of time and shows increasing tendency to engage in tasks from start-to-finish (e.g., insists on finishing a drawing before going outside, wants to continue building structure until all blocks are used) and later in this age range seeks to return to an activity after having been away from it in order to complete the task",Indicator,TASK COMPLETION
page_10.png,,"Persists with adult encouragement and support even when presented with challenges (e.g., continues trying to build tall block tower even when some pieces fall; tries again to write name after running out of space on paper or recognizing a mistake)",Indicator,ACCEPTANCE OF CHALLENGES
page_17.png,PD,Physical Development and Health,Domain of Development & Learning,
page_17.png,PD1.,PHYSICAL DEVELOPMENT AND HEALTH,Domain Component,
page_17.png,PD1.1,Demonstrates age-appropriate physical development and function,Learning Goal,
page_17.png,,BIRTH-8m,Indicator,
page_17.png,,BY 9 MONTHS,Indicator,
page_17.png,,"a child doesn't bear weight on legs with support, doesn't sit with help or doesn't transfer toys from one hand to the other",Indicator,DEVELOPMENTAL WARNING SIGNS
page_17.png,,9-18m,,
page_17.png,,a child can't walk or doesn't point to show things to others,Indicator,DEVELOPMENTAL WARNING SIGNS
page_17.png,,19-36m,,
page_17.png,,"a child falls down a lot or has trouble with stairs, drools or has very unclear speech, or loses skills he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_17.png,,37-48m,,
page_17.png,,"a child can't jump in place; has trouble scribbling; resists dressing, sleeping, and using the toilet; or loses skills he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_17.png,,49-60m,,
page_17.png,,"a child doesn't draw pictures, can't brush teeth, wash and dry hands, or get undressed without help, or loses skills he or she once had",Indicator,DEVELOPMENTAL WARNING SIGNS
page_29.png,LD,Language Development,Domain of Development & Learning,
page_29.png,LD1.,LANGUAGE DEVELOPMENT MILESTONES,Domain Component,
page_29.png,LD1.1,Demonstrates age-appropriate language development indicators,Learning Goal,
page_29.png,,BIRTH-8m,Indicator,
page_29.png,,BY 9 MONTHS,Indicator,
page_29.png,,"a child doesn't babble (""mama"", ""baba"", ""dada"") or doesn't respond to own name",Indicator,WARNING SIGNS
page_29.png,,9-18m,,
page_29.png,,a child doesn't gain new words or doesn't have at least 6 words,Indicator,WARNING SIGNS
page_29.png,,19-36m,,
page_29.png,,a child doesn't speak in sentences or doesn't understand simple instructions,Indicator,WARNING SIGNS
page_29.png,,37-48m,,
page_29.png,,"a child doesn't follow 3-part commands, doesn't understand ""same"" and ""different,"" doesn't use ""me"" and ""you"" correctly, or doesn't speak clearly",Indicator,WARNING SIGNS
page_29.png,,49-60m,,
page_29.png,,"a child can't give his first and last name, doesn't use plurals or past tense properly, or doesn't talk about daily activities or experiences",Indicator,WARNING SIGNS
page_14.png,CD,Cognitive Development,Domain of Development & Learning,
page_14.png,CD2.,EXECUTIVE FUNCTION,Domain Component,
page_14.png,CD2.4,Holds and manipulates information in memory,Learning Goal,
page_14.png,,BIRTH-8m,Indicator,
page_14.png,,"Shows awareness that people and objects still exist when they are out of sight and sound range (object permanence; e.g., reaches under a blanket to retrieve a stuffed animal that an adult has hidden while child watches; when older, watches at the window after a family member leaves)",Indicator,SHORT-TERM & WORKING MEMORY
page_14.png,,"Anticipates familiar actions or routines (e.g., raises legs when diaper is changed; later in this age range, goes to table when it is time to eat)",Indicator,LONG-TERM MEMORY
page_14.png,,"Responds to familiar people and objects (e.g., shows excitement about a toy that was played with days earlier; later in this age range looks for or points to familiar people or objects when they are named)",Indicator,LONG-TERM MEMORY
page_14.png,,9-18m,,
page_14.png,,19-36m,,
page_14.png,,"Searches for hidden or missing objects and notices when people are missing from a familiar group (e.g., when a peer is absent)",Indicator,SHORT-TERM & WORKING MEMORY
page_14.png,,"Remembers and communicates about recent events (e.g., what happened earlier in the day; what has just happened in a story being read)",Indicator,SHORT-TERM & WORKING MEMORY
page_14.png,,"Remembers and follows two-step directions (e.g., ""Put all the crayons in the basket, then put the basket on the shelf""; ""Touch your nose, then touch your ear"") with decreasing need for adult support",Indicator,SHORT-TERM & WORKING MEMORY
page_14.png,,"Learns and recalls motor routines, songs, and rhymes over time with increasing accuracy (e.g., sings along with familiar song and performs accompanying actions)",Indicator,LONG-TERM MEMORY
page_14.png,,Tells some details about stories or personal experiences with adult support and modeling,Indicator,LONG-TERM MEMORY
page_14.png,,37-48m,,
page_14.png,,"Shows increasing skill in memory games (e.g., recalls an increasing number of items removed from view in games like ""What's Missing""; plays simple memory matching card games)",Indicator,SHORT-TERM & WORKING MEMORY
page_14.png,,"Remembers and follows multi-step directions (e.g., ""Push in your chair, throw away your trash, and then join us for circle time""; follows a sequence of actions for a song such as jumping, then clapping, then turning around) with decreasing need for adult support",Indicator,SHORT-TERM & WORKING MEMORY
page_14.png,,"Remembers and processes multiple pieces of information before responding (e.g., considers two or more options before making a choice; remembers response to teacher's question long enough to respond after waiting for peers to share their comments)",Indicator,SHORT-TERM & WORKING MEMORY
page_14.png,,"Imitates actions or behaviors that were observed at an earlier time (e.g., uses traffic hand signals on trike track after seeing them demonstrated by a crossing guard; divides markers into ""fair share"" groups after observing teacher do this the day before)",Indicator,LONG-TERM MEMORY
page_14.png,,49-60m,,
page_14.png,,Remembers past experiences or familiar stories with increasing ability to independently and accurately recall details and retell events in sequence,Indicator,LONG-TERM MEMORY
page_67.png,SE,Social and Emotional Development,Domain of Development & Learning,
page_67.png,SE1.,Relationships with Others,Domain Component,
page_67.png,SE1.1,Forms trusting relationships with nurturing adults,Learning Goal,
page_67.png,SE1.2,Interacts with peers,Learning Goal,
page_67.png,SE2.,Emotional Expression and Understanding,Domain Component,
page_67.png,SE2.1,Experiences, expresses, and regulates a range of emotions
page_67.png,SE2.2,Interprets and responds to the feelings of others,Learning Goal,
page_67.png,SE3.,Self-Awareness and Self-Concept,Domain Component,
page_67.png,SE3.1,Shows awareness of self as unique individual,Learning Goal,
page_67.png,SE3.2,Demonstrates competence and confidence,Learning Goal,
page_67.png,CD,Cognitive Development,Domain of Development & Learning,
page_67.png,CD1.,Approaches to Learning,Domain Component,
page_67.png,CD1.1,Shows curiosity and a willingness to try new things,Learning Goal,
page_67.png,CD1.2,Shows persistence in approaching tasks,Learning Goal,
page_67.png,CD2.,Executive Function,Domain Component,
page_67.png,CD2.1,Focuses and sustains attention,Learning Goal,
page_67.png,CD2.2,Shows flexibility in adjusting thinking and behavior to different contexts,Learning Goal,
page_67.png,CD2.3,Regulates impulses and behaviors,Learning Goal,
page_67.png,CD2.4,Holds and manipulates information in memory,Learning Goal,
page_67.png,CD3.,Logic and Reasoning,Domain Component,
page_67.png,CD3.1,Uses reasoning and planning ahead to solve problems and reach goals,Learning Goal,
page_67.png,CD3.2,Engages in symbolic and abstract thinking,Learning Goal,
page_67.png,,Interactions,Indicator,INTERACTIONS
page_67.png,,Attachment relationships,Indicator,ATTACHMENT RELATIONSHIPS
page_67.png,,Develops friendships,Indicator,SOCIAL SKILLS
page_67.png,,Stages of play,Indicator,SOCIAL SKILLS
page_67.png,,Social skills,Indicator,SOCIAL SKILLS
page_67.png,,Emotion expression,Indicator,EMOTION EXPRESSION
page_67.png,,Emotion regulation,Indicator,EMOTION REGULATION
page_67.png,,Empathy,Indicator,EMPATHY
page_67.png,,Emotion understanding,Indicator,EMOTION UNDERSTANDING
page_67.png,,Sense of identity,Indicator,SENSE OF IDENTITY
page_67.png,,Characteristics of self and others,Indicator,CHARACTERISTICS
page_67.png,,Preferences,Indicator,PREFERENCES
page_67.png,,Sense of autonomy,Indicator,SENSE OF AUTONOMY
page_67.png,,Self-confidence,Indicator,SELF-CONFIDENCE
page_67.png,,Exploration and investigation,Indicator,EXPLORATION
page_67.png,,Interest in new experiences,Indicator,INTEREST
page_67.png,,Determination,Indicator,DETERMINATION
page_67.png,,Task completion,Indicator,TASK COMPLETION
page_67.png,,Acceptance of challenges,Indicator,ACCEPTANCE OF CHALLENGES
page_67.png,,Attention & engagement,Indicator,ATTENTION
page_67.png,,Selective attention,Indicator,SELECTIVE ATTENTION
page_67.png,,Flexible thinking,Indicator,FLEXIBLE THINKING
page_67.png,,Adjusting behavior to match context,Indicator,ADJUSTING BEHAVIOR
page_67.png,,Impulse control,Indicator,IMPULSE CONTROL
page_67.png,,Delay of gratification,Indicator,DELAY OF GRATIFICATION
page_67.png,,Short-term & working memory,Indicator,SHORT-TERM MEMORY
page_67.png,,Long-term memory,Indicator,LONG-TERM MEMORY
page_67.png,,Problem solving,Indicator,PROBLEM SOLVING
page_67.png,,Planning,Indicator,PLANNING
page_67.png,,Pretend play,Indicator,PRETEND PLAY
page_67.png,,Symbolic representation,Indicator,SYMBOLIC REPRESENTATION
page_67.png,,Abstract thinking,Indicator,ABSTRACT THINKING
page_66.png,CA,Creativity and Aesthetics,Domain of Development & Learning,
page_66.png,CA3.,DRAMA,Domain Component,
page_66.png,CA3.1,Explores feelings relationships and concepts through imitation pretend play and sociodramatic play,Learning Goal,
page_66.png,,BIRTH-8m,Indicator,
page_66.png,,"Engages in social play (e.g., peek-a-boo) with adults",Indicator,EXPLORATION OF DRAMA
page_66.png,,9-18m,,
page_66.png,,"Tries out roles and relationships through imitation and pretend play using real objects (e.g., uses cup to pretend to drink) and later in this age range uses objects to represent other things (e.g., pretends a block is a telephone)",Indicator,EXPLORATION OF DRAMA
page_66.png,,19-36m,,
page_66.png,,"Explores a variety of themes and roles through play, including real-life scenarios and people, fictional stories and characters, and play that expresses feelings and helps process experiences",Indicator,EXPLORATION OF DRAMA
page_66.png,,37-48m,,
page_66.png,,"Explores a variety of themes and roles through play, including real-life scenarios and people, fictional stories and characters, and play that expresses feelings and helps process experiences",Indicator,EXPLORATION OF DRAMA
page_66.png,,"Engages in increasingly complex, longer play scenarios; assigns or assumes multiple roles within a scenario; tells more cohesive stories through play",Indicator,DRAMA CONCEPTS
page_66.png,,49-60m,,
page_66.png,,"Explores a variety of themes and roles through play, including real-life scenarios and people, fictional stories and characters, and play that expresses feelings and helps process experiences",Indicator,EXPLORATION OF DRAMA
page_66.png,,"With adult support understands the foundational components of drama, including theme (e.g., can identify the main idea of the story), plot (e.g., can discuss the series of events that take place), character (e.g., can identify the main and minor characters and their roles), and dialogue (e.g., can discuss the interactions between characters)",Indicator,DRAMA CONCEPTS
page_66.png,,Discusses and expresses appreciation after viewing a performance by older children or a professional group,Indicator,DRAMA APPRECIATION & EXPRESSION
page_58.png,ST,Science and Technology,Domain of Development & Learning,
page_58.png,ST3.,KNOWLEDGE OF SCIENCE CONTENT,Domain Component,
page_58.png,ST3.3,Engages in developmentally appropriate interactions with technology* and media that support creativity exploration and play,Learning Goal,
page_58.png,,BIRTH-8m,Indicator,
page_58.png,,"Typical development of these skills tends to emerge after 8 months. However, foundations of this learning goal are built through: CD1.1 Shows curiosity and a willingness to try new things [see page 26]",Indicator,
page_58.png,,9-18m,,
page_58.png,,"Explores and uses simple tools (e.g., spoons, hairbrushes, crayons) and later in this age range common devices such as sinks and toilets",Indicator,TECHNOLOGY HANDLING
page_58.png,,19-36m,,
page_58.png,,"Incorporates technology tools into their pretend play (e.g., pretends to call someone on a toy phone, uses a keyboard in the ""office"" prop box to pretend to write someone a letter)",Indicator,TECHNOLOGY HANDLING
page_58.png,,37-48m,,
page_58.png,,"Develops knowledge of and explores the functionality of simple digital devices (e.g., touch screen, e-book reader, digital camera, copier, light table, music player)**",Indicator,TECHNOLOGY HANDLING
page_58.png,,"Identifies technology tools for multiple purposes, including creating, problem solving, gathering information, and documenting (e.g., creates a picture or story on an electronic device, suggests looking up a question or the meaning of a word on the internet, records a story made up on a recording device)",Indicator,DIGITAL LITERACY
page_58.png,,"Shows knowledge of how to use technology in safe, healthy, acceptable, responsible, and socially positive ways (e.g., suggests sending a get-well message to a friend who is sick)",Indicator,DIGITAL CITIZENSHIP
page_58.png,,Follows directions and class rules for using digital devices (can log in and out; keeps foreign materials away from equipment; handles equipment with care; knows the time limit or sign up rule for access to the device),Indicator,DIGITAL CITIZENSHIP
page_58.png,,49-60m,,
page_58.png,,"Develops knowledge of and explores the functionality of simple digital devices (e.g., touch screen, e-book reader, digital camera, copier, light table, music player)**",Indicator,TECHNOLOGY HANDLING
page_58.png,,"Identifies technology tools for multiple purposes, including creating, problem solving, gathering information, and documenting (e.g., creates a picture or story on an electronic device, suggests looking up a question or the meaning of a word on the internet, records a story made up on a recording device)",Indicator,DIGITAL LITERACY
page_58.png,,"Shows knowledge of how to use technology in safe, healthy, acceptable, responsible, and socially positive ways (e.g., suggests sending a get-well message to a friend who is sick)",Indicator,DIGITAL CITIZENSHIP
page_58.png,,Follows directions and class rules for using digital devices (can log in and out; keeps foreign materials away from equipment; handles equipment with care; knows the time limit or sign up rule for access to the device),Indicator,DIGITAL CITIZENSHIP
page_70.png,ST,Science and Technology,Domain of Development & Learning,
page_70.png,ST1.,Scientific Practices,Domain Component,
page_70.png,ST1.1,Engages in the scientific process to collect analyze and communicate information,Learning Goal,
page_70.png,ST2.,Knowledge of Science Concepts,Domain Component,
page_70.png,ST2.1,Demonstrates knowledge of core science ideas and concepts,Learning Goal,
page_70.png,ST3.,Knowledge of Science Content,Domain Component,
page_70.png,ST3.1,Demonstrates knowledge of the characteristics of living things the earth's environment and physical objects and materials,Learning Goal,
page_70.png,ST3.2,Uses tools and engineering practices to explore and solve problems,Learning Goal,
page_70.png,ST3.3,Engages in developmentally appropriate interactions with technology and media that support creativity exploration and play,Learning Goal,
page_70.png,SS,Social Studies,Domain of Development & Learning,
page_70.png,SS1.,Family Community and Culture,Domain Component,
page_70.png,SS1.1,Demonstrates positive connection to family and community,Learning Goal,
page_70.png,SS2.,History and Geography,Domain Component,
page_70.png,SS2.1,Shows awareness of sequence and change over time,Learning Goal,
page_70.png,SS2.2,Demonstrates simple geographic knowledge,Learning Goal,
page_70.png,CA,Creativity and Aesthetics,Domain of Development & Learning,
page_70.png,CA1.,Music and Movement,Domain Component,
page_70.png,CA1.1,Explores through listening singing creating and moving to music,Learning Goal,
page_70.png,CA2.,Visual Arts,Domain Component,
page_70.png,CA2.1,Explores manipulates creates and responds to a variety of art media,Learning Goal,
page_70.png,CA3.,Drama,Domain Component,
page_70.png,CA3.1,Explores feelings relationships and concepts through imitation pretend play and sociodramatic play,Learning Goal,
page_64.png,CA,Creativity and Aesthetics,Domain of Development & Learning,
page_64.png,CA1.,MUSIC AND MOVEMENT,Domain Component,
page_64.png,CA1.1,Explores through listening singing creating and moving to music,Learning Goal,
page_64.png,,BIRTH-8m,Indicator,
page_64.png,,Responds to music by turning head and reacting with body movements,Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,"Uses objects and tools to make sounds (e.g., shakes rattle)",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,9-18m,,
page_64.png,,"Enjoys producing music and other sounds with voice and simple instruments (e.g., explores making noises with tambourine, attempts to blow into a whistle or harmonica)",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,"Moves body in response to rhythms and music (e.g., sways to the sound of music, claps along with song, though may not be on the beat)",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,Imitates and begins to demonstrate understanding of fast/slow and loud/soft as they relate to playing music and singing,Indicator,MUSIC & MOVEMENT CONCEPTS
page_64.png,,"Develops preferences for favorite songs and fingerplays (e.g., claps and smiles or communicates ""Again! Again!"" when a song is finished; requests certain songs or fingerplays be played or sung)",Indicator,MUSICAL EXPRESSION & APPRECIATION
page_64.png,,19-36m,,
page_64.png,,"Explores a widening variety of culturally diverse musical instruments, using them to produce increasingly complex rhythms, tones, melodies, and songs",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,"Uses body movement to respond with increasing accuracy to beat, dynamics (loud versus quiet), and tempo (speed) of music (e.g., marches with musical instruments with increasing ability to move in step with the beat; tiptoes during quiet music and stomps when it gets louder; moves slower or faster in time with music)",Indicator,EXPLORATION OF MUSIC & MOVEMENT
page_64.png,,Imitates and begins to demonstrate understanding of fast/slow and loud/soft as they relate to playing music and singing,Indicator,MUSIC & MOVEMENT CONCEPTS
page_64.png,,"Requests favorite types of music, discusses favorite songs, and shows appreciation for the music and dance of others",Indicator,MUSICAL EXPRESSION & APPRECIATION
page_64.png,,37-48m,,
page_64.png,,"Explores a widening variety of culturally diverse musical instruments, using them to produce increasingly complex rhythms, tones, melodies, and songs",Indicator,EXPLORATION OF MUSIC & MOVEMENT
