filename,Code,statement,type,smartlevel,,
page_54.png,,Begin to understand cause and effect.,developmental indicators,7.1.1.6,,
page_54.png,,Show interest in the movement of objects and discover ways to cause movement or actions of objects.,developmental indicators,7.1.1.7,,
page_55.png,Mobile Infant: 6-18 months,The Baby May: Increasingly show interest in surroundings and gather information through senses and movement.,age_range,7.1.2,,
page_55.png,,Continue to explore cause and effect.,developmental indicators,7.1.2.1,,
page_55.png,,Discover the motion of objects.,developmental indicators,7.1.2.2,,
page_55.png,,Begin to solve problems.,developmental indicators,7.1.2.3,,
page_55.png,,Begin to notice the difference between familiar people and strangers. Reaction and responses may change.,developmental indicators,7.1.2.4,,
page_55.png,,Demonstrate object permanence.,developmental indicators,7.1.2.5,,
page_55.png,,Use simple tools in self-care and play.,developmental indicators,7.1.2.6,,
page_56.png,Toddler: 16-36 months,The Toddler May: Begin to develop scientific skills such as observing  comparing objects and exploring the environment.,age_range,7.1.3,,
page_56.png,,Expand understanding of cause and effect relationships.,developmental indicators,7.1.3.1,,
page_56.png,,Continue solving problems.,developmental indicators,7.1.3.2,,
page_56.png,,Continue to use senses to discover.,developmental indicators,7.1.3.3,,
page_56.png,,Use senses to observe changes in matter and combine materials to make new substances.,developmental indicators,7.1.3.4,,
page_56.png,,Expand vocabulary related to scientific concepts such as observing  exploring and comparing.,developmental indicators,7.1.3.5,,
page_56.png,,Use tools such as a magnifying glass  digital camera  or light table to observe and describe objects.,developmental indicators,7.1.3.6,,
page_56.png,,Use movement of objects to play with another child and/ or adult to influence movement.,developmental indicators,7.1.3.7,,
page_57.png,Standard 2,The child will investigate objects with physical properties and basic concepts of the earth.,standard,7.2,,
page_57.png,Young Infant: 0-8 months,The Baby May: Begin to notice the differences in physical characteristics of objects.,age_range,7.2.1,,
page_57.png,,Show interest in the natural world.,developmental indicators,7.2.1.1,,
page_57.png,,Begin to recognize people and objects based on simple differences.,developmental indicators,7.2.1.2,,
page_57.png,,Use his/her senses to experience physical properties of the environment.,developmental indicators,7.2.1.3,,
page_57.png,Mobile Infant: 6-18 months,The Baby May: Demonstrate motivation and curiosity in exploring the environment.,age_range,7.2.2,,
page_57.png,,Show interest in; investigate and respond to the environment.,developmental indicators,7.2.2.1,,
page_57.png,,Develop an awareness of materials of the earth.,developmental indicators,7.2.2.2,,
page_57.png,,Use simple language with weather concepts.,developmental indicators,7.2.2.3,,
page_58.png,Toddler: 16-36 months,"The Toddler Might: Explore, discover, and investigate the physical properties of the earth. ",age_range,7.2.3,,
,,Develop an awareness of seasonal changes and begin to gain understanding of weather concepts.,developmental indicators,7.2.3.1,,
page_58.png,,Point to what he/she sees on the ground or in the sky and ask questions.,developmental indicators,7.2.3.2,,
page_58.png,,Identify or label characteristics of the earth's materials.,developmental indicators,7.2.3.3,,
page_58.png,,Participate in caring for the environment.,developmental indicators,7.2.3.4,,
page_59.png,Standard 3,The child will observe and investigate living things.,standard,7.3,,
page_59.png,Young Infant: 0-8 months,The Baby May: Notice plants animals and other people in the environment.,age_range,7.3.1,,
page_59.png,,Respond to the environment.,developmental indicators,7.3.1.1,,
page_59.png,,Look at self in mirror.,developmental indicators,7.3.1.2,,
page_59.png,,Explore own body parts.,developmental indicators,7.3.1.3,,
page_59.png,Mobile Infant: 6-18 months,The Baby May: Explore characteristics of certain living things.,age_range,7.3.2,,
page_59.png,,Respond to and/or express curiosity about living things.,developmental indicators,7.3.2.2,,
page_59.png,,Begin to point to own body parts when asked.,developmental indicators,7.3.2.3,,
page_59.png,,Begin to recognize and point to animals in pictures.,developmental indicators,7.3.2.4,,
page_60.png,Toddler: 16-36 months,The Toddler May: Explore and investigate physical properties of living things.,age_range,7.3.3,,
page_60.png,,Begin to understand characteristics of their environment.,developmental indicators,7.3.3.1,,
page_60.png,,Identify external characteristics of living and non-living things.,developmental indicators,7.3.3.2,,
page_60.png,,Participate in simple body part games.,developmental indicators,7.3.3.3,,
page_60.png,,Use sounds and simple words to describe what they find in the environment.,developmental indicators,7.3.3.4,,
page_60.png,,Recognize plants and animals have basic needs.,developmental indicators,7.3.3.5,,
page_60.png,,Make some animal sounds when asked.,developmental indicators,7.3.3.6,,
page_62.png,SED,Social and emotional development,domain,8,,
page_62.png,Standard 1,The child will develop social skills and a sense of security through relationships with others who consistently meet his or her needs.,standard,8.1,,
page_62.png,Young Infant: 0-8 months,The Baby May: Begin to form and maintain secure relationships with others.,age_range,8.1.1,,
page_62.png,,Recognize respond or react either positively or negatively to familiar and unfamiliar adults.,developmental indicators,8.1.1.1,,
page_62.png,,Respond to physical contact and cuddling maintain eye contact during feeding and interactions with an adult and turn head toward familiar voice.  Show a preference to not welcome physical contact.,developmental indicators,8.1.1.2,,
page_62.png,,Show interest in others by smiling squealing rapid arm and leg movement or other movements.,developmental indicators,8.1.1.3,,
page_62.png,,Show awareness of feelings displayed by others by matching the facial expressions and smiling responsively.,developmental indicators,8.1.1.4,,
page_63.png,Mobile Infant: 6-18 months,The Baby May: Continue to strengthen relationships with adults and begin to develop an interest in other children.,age_range,8.1.2,,
page_63.png,,Engage in social games through playful back and forth interactions.,developmental indicators,8.1.2.1,,
page_63.png,,Show feelings of security with familiar adults. Begin to explore but look back to teacher for reassurance  smile and go to familiar adults when they enter the room  and snuggle closer to a familiar adult when an unfamiliar person tries to hold him/her.,developmental indicators,8.1.2.2,,
page_63.png,,Express self by using verbal and nonverbal cues  such as raising arms to show he/she wants to be picked up or held.,developmental indicators,8.1.2.3,,
page_63.png,,Begin to relate to other children.,developmental indicators,8.1.2.4,,
page_64.png,Toddler: 16-36 months,The Toddler May: Continue to develop social interaction skills and begin to show independence while maintaining strong attachments with caregivers.,age_range,8.1.3,,
page_64.png,,Engage in solitary play; coloring; building or looking at picture books for a few minutes.,developmental indicators,8.1.3.1,,
page_64.png,,Engage in parallel play by playing alongside another child; imitating action or using similar materials.,developmental indicators,8.1.3.2,,
page_64.png,,Engage in brief social games lasting only a minute or two.,developmental indicators,8.1.3.3,,
page_64.png,,Recognize familiar people in person or in a photograph.,developmental indicators,8.1.3.4,,
page_64.png,,Express self verbally and nonverbally with gestures; become frustrated when not understood.,developmental indicators,8.1.3.5,,
page_64.png,,Respond to and initiate interaction with others. Smile or laugh in delight in response to others and show concern when others are hurting or crying.,developmental indicators,8.1.3.6,,
page_65.png,Standard 2,The child will develop strategies to regulate emotions and behavior.,standard,8.2,,
page_65.png,Young Infant: 0-8 months,The Baby May: Begin to develop the skills necessary to participate in a variety of settings.,age_range,8.2.1,,
page_65.png,,Learn to sleep through normal environmental noise such as the dishwasher running  conversations  etc.,developmental indicators,8.2.1.1,,
page_65.png,,Relax when rocked gently and fall asleep when placed in crib.,developmental indicators,8.2.1.2,,
page_65.png,,Give cues by how they are responding to the environment. Stop crying or kick legs in excitement when a familiar object is given to them  turn head and break eye contact  frown  and/or arch back when there is too much noise  light or activity.,developmental indicators,8.2.1.3,,
page_65.png,,Learn to calm or self-soothe when upset or tired  such as sucking fingers or a pacifier.,developmental indicators,8.2.1.4,,
page_65.png,,Listen and respond by quieting  smiling and/or cooing when hearing his/ her name.,developmental indicators,8.2.1.5,,
page_66.png,Mobile Infant: 6-18 months,The Baby May: Begin to recognize and respond to the emotional cues of self and others.,age_range,8.2.2,,
page_66.png,,Show comfort in having a consistent daily routine.,developmental indicators,8.2.2.1,,
page_66.png,,"After lunch, washes hands, anticipate diaper change and washing hands again, and go to a specific location in the room where he/she sleeps",developmental indicators,8.2.2.2,,
page_66.png,,Self-soothe or cry and move toward an adult for comfort,developmental indicators,8.2.2.3,,
page_66.png,,expecting the adult will respond to needs,developmental indicators,8.2.2.4,,
page_66.png,,Respond by looking or coming when called by name.,developmental indicators,8.2.2.5,,
page_66.png,,Begin to take care of his/her needs.,developmental indicators,8.2.2.6,,
page_67.png,Toddler: 16-36 months,"The Toddler May: Continue to learn and accept limits while developing an ""I can do it!"" attitude.",age_range,8.2.3,,
page_67.png,,Show anxiety over separation from teacher or family but calms down in a short amount of time.,toddler_might,8.2.3.1,,
page_67.png,,Play calmly near other children; or cry bite or hit if another child takes something he/she has.,toddler_might,8.2.3.2,,
page_67.png,,Take a toy from another and not return it when asked by an adult.,toddler_might,8.2.3.3,,
page_67.png,,Begin to understand the concept of taking turns in a game or activity.,toddler_might,8.2.3.4,,
page_67.png,,Begin to understand the concept of property such as yours his or mine.,toddler_might,8.2.3.5,,
page_67.png,,Carry out simple directions when stated in positive and brief statements.,toddler_might,8.2.3.6,,
page_67.png,,Have a temper tantrum and cry yell hit kick feet and refuse to stop when he/she is tired hungry or angry.,toddler_might,8.2.3.7,,
page_68.png,Standard 3,The child perceives self as a unique individual.,standard,8.3,,
page_68.png,Young Infant: 0-8 months,The Baby May: Demonstrate an emerging awareness of self and others.,age_range,8.3.1,,
page_68.png,,Use body movements to express feelings such as kicking in excitement.,developmental indicators,8.3.1.1,,
page_68.png,,Explore own body by watching own hands in fascination and repeat body movements.,developmental indicators,8.3.1.2,,
page_68.png,,Smile at mirror image even though he/she may not recognize it as an image of him/her.,developmental indicators,8.3.1.3,,
page_68.png,Mobile Infant: 6-18 months,"The Baby May: Show awareness of self in voice, mirror image, and body.",age_range,8.3.2,,
page_68.png,,Express likes and dislikes.,developmental indicators,8.3.2.1,,
page_68.png,,Discover new capacities and how movement and gestures can be used to communicate with others.,developmental indicators,8.3.2.2,,
page_68.png,,Seek to draw adult's attention to objects of interest or new physical skills and attends to adult responses.,developmental indicators,8.3.2.3,,
page_69.png,Toddler: 16-36 months,The Toddler May: Show behaviors reflecting child's self-concept and beginning to distinguish self from others.,domain,8.3.3,,
page_69.png,,Point to different parts of his/her body and name them.,developmental indicators,8.3.3.1,,
page_69.png,,Attempt to complete daily basic living tasks such as dressing self-feeding brushing teeth,developmental indicators,8.3.3.2,,
page_69.png,,Say his/her own name and point to the reflection in the mirror.,developmental indicators,8.3.3.3,,
page_69.png,,Recognize they are a separate person from others.,developmental indicators,8.3.3.4,,
page_71.png,SSA,Self and Social Awareness (Social Studies),domain,9,,
,Standard 1,The child will participate in play and activities that will help him/her learn about self and others while gaining an understanding of how individual roles make up the community.,standard,9.1,,
page_71.png,Young Infant: 0-8 months The Baby May: Begin to recognize differences in people; routines and places/environments.,,age_range,9.1.1,,
page_71.png,,Recognize others by voice and/or sight.,developmental indicators,9.1.1.1,,
page_71.png,,Sense and respond to others' emotions; such as happy; sad; etc.,developmental indicators,9.1.1.2,,
page_71.png,,Show preference for one adult over another adult; (preferences may change).,developmental indicators,9.1.1.3,,
page_72.png,Mobile Infant: 6-18 months,"The Baby May: Begin to make connections and understand his/her association with other people, places/environments and regular routines.",age_range,9.1.2,,
page_72.png,,"Show an interest in community service workers and befascinated with large trucks, planes, trains, lawn mowersor animals.",developmental indicators,9.1.2.1,,
page_72.png,,Be afraid of loud noises.,developmental indicators,9.1.2.2,,
page_72.png,Toddler: 16-36 months,"The Toddler May: Begin to understand and act upon social concepts (geography, civics, history and economics) and how those concepts impact his/her environment. ",age_range,9.1.3,,
page_72.png,,Identify his/her role as a member of a family/group.,developmental indicators,9.1.3.1,,
page_72.png,,See a classmate on the playground and tell or go get the friend when it is time to go inside.,developmental indicators,9.1.3.2,,
page_73.png,,Begin to recognize community workers and show increased awareness of their jobs.,developmental indicators,9.1.3.3,,
page_73.png,,Begin to understand money is needed to purchase items.,developmental indicators,9.1.3.4,,
page_73.png,,Develop an understanding of the concept of time by beginning to use words to describe time such as later; after snack; after rest time; no school tomorrow.,developmental indicators,9.1.3.5,,
page_73.png,,Develop an understanding of the location of familiar places within his/her community and region.,developmental indicators,9.1.3.6,,
page_73.png,,Begin to include representations of roads bodies of water and buildings in his/her play.,developmental indicators,9.1.3.7,,
page_73.png,,Begin to use words and identify pictures to indicate directionality position location and size.,developmental indicators,9.1.3.8,,
