filename,statement,type,role,smartlevel
page_56.png,Provide books  pictures  toys and objects to demonstrate scientific concepts. (For example: books and pictures with real photos rather than cartoon images).,teacher_can,teacher,1.1.1.5
page_56.png,"Engage in conversations with child about what he/ she is seeing and doing. (For example: ""Tell me the differences between two  pictures of  dogs.  Which bucket could hold more blocks? or Which crayon is longer?"")",teacher_can,teacher,1.1.1.5
page_56.png,"Provide objects in nature and other materials/tools each day for the child to explore  ask questions about and make discoveries. Ask the child questions and give prompts such as ""I wonder….."".",teacher_can,teacher,1.1.1.6
page_56.png,Roll a ball  provide ramps  cars  tunnels  different kind of surfaces  for exploring motion.,teacher_can,teacher,1.1.1.7
page_42.png,The text was extracted into a spreadsheet format,assigning appropriate types,roles,and smartlevels to each statement. This structures the early childhood development standards and examples into a hierarchical format that can be further analyzed.
page_19.png,statement,type,role,smartlevel
page_19.png,Look toward the teacher and smile when his/her name is spoken.,baby_might,baby,1.1.1.1
page_19.png,"Look, point and use gestures.",baby_might,baby,1.1.1.2
page_19.png,Point to objects to draw teacher's attention.,baby_might,baby,1.1.1.3
page_19.png,Use the child's name frequently during caregiving procedures and/or daily routines.,teacher_can,teacher,1.1.1.1
page_19.png,"Name and/or use hand motions for people, objects and actions throughout the day. (For example: ""You are waving goodbye."")",teacher_can,teacher,1.1.1.2
page_19.png,"Look in direction and comment. (For example: ""Yes, I see the airplane."")",teacher_can,teacher,1.1.1.3
page_19.png,Recognize familiar songs and books. (For example: start to sing parts of a familiar song).,baby_might,baby,1.2.1.1
page_19.png,"Understand pronouns such as me, mine, yours, him and her.",baby_might,baby,1.2.1.2
page_19.png,"Follow simple one-step, later two-step directions. (For example: pick up a cup when asked by teacher or pick up a toy and put it away).",baby_might,baby,1.2.1.3
page_19.png,Recognize familiar places by logos.,baby_might,baby,1.2.1.4
page_19.png,Play familiar songs and read books repeatedly.,teacher_can,teacher,1.2.1.1
page_19.png,"Use pronouns with gestures. (For example: teacher points to self and says, ""Bring me the blanket, please."")",teacher_can,teacher,1.2.1.2
page_19.png,"Give simple one-step instructions increasing to two-step instructions, followed with praise when appropriate.",teacher_can,teacher,1.2.1.3
page_19.png,Call attention to or respond to a child's recognition of familiar places. (For example: point at grocery store and name it).,teacher_can,teacher,1.2.1.4
page_25.png,statement,type,role,smartlevel
page_25.png,Young Infant: 0-8 months,age_range,,1.1.1
page_25.png,The Baby May: Begin to respond to sounds in the environment.,age_range,,1.1.1
page_25.png,Startle or turn in the direction of sounds in the environment.,baby_might,baby,1.1.1.1
page_25.png,Respond to familiar words or gestures. Stop crying when an adult says bottle or goodbye.,baby_might,baby,1.1.1.2
page_25.png,"Respond to sounds in the environment by naming sounds or narrating what is happening related to the sound. (For example: ""The phone is ringing. I will answer the phone."")",teacher_can,teacher,1.1.1.1
page_25.png,Pair words with actions and objects during play activities and daily routines. Make the sounds of a toy.,teacher_can,teacher,1.1.1.2
page_25.png,Mobile Infant: 6-18 months,age_range,,1.1.2
page_25.png,The Baby May: Begin to follow simple directions and demonstrate understanding of home and/or English language.,age_range,,1.1.2
page_25.png,Recognize familiar social games and routines.,baby_might,baby,1.1.2.1
page_25.png,Respond to simple questions or requests.,baby_might,baby,1.1.2.2
page_25.png,"Look for opportunities to ask a child questions such as ""Can you find the doll?"" or ""Would you please hand me the ball?""",teacher_can,teacher,1.1.2.2
page_31.png,statement,type,role,smartlevel
page_31.png,"Mobile Infant: 6-18 monthsThe Baby May: Begin to recognize similarities and differences,including familiar and unfamiliar people, objects and routines.",age_range,,1.1
page_31.png,Show anticipation of daily events such as move to the table after handwashing without the teacher's instruction.,baby_might,baby,1.1.1
page_31.png,Begin to be aware of differences between shapes colors and textures.,baby_might,baby,1.1.2
page_31.png,Show preference for a special blanket toy or activity.,baby_might,baby,1.1.3
page_31.png,Provide a predictable schedule and sequence of routines. Allow for flexibility when needed.,teacher_can,teacher,1.1.1
page_31.png,Provide groups of toys of various colors shapes and textures. (For example: nesting cups cube blocks etc.).,teacher_can,teacher,1.1.2
page_31.png,Provide a familiar blanket or toy at rest time or other times as needed for comfort. Follow infant safe sleep practices for blankets and other items.,teacher_can,teacher,1.1.3
page_31.png,Toddler: 16-36 monthsThe Toddler May: Begin to demonstratean understanding of patterns in the environment.,age_range,,1.2
page_31.png,Show interest in patterns in finger plays nursery rhymes or songs.,baby_might,baby,1.2.1
page_31.png,Recognize objects have specific places where they belong and similar objects may be grouped together.,baby_might,baby,1.2.2
page_31.png,Match objects to pictures.,baby_might,baby,1.2.3
page_31.png,Recognize patterns.,baby_might,baby,1.2.4
page_31.png,"Plan and use finger plays and songs with repeating action or patterns. (For example: ""Where is Thumbkin?"" or ""Are You Sleeping?"" etc.).",teacher_can,teacher,1.2.1
page_31.png,Label objects in the classroom environment with pictures and written words. Label containers so the child can have the opportunity to return objects to the same place.,teacher_can,teacher,1.2.2
page_31.png,Provide simple matching games puzzles and other manipulatives.,teacher_can,teacher,1.2.3
page_31.png,"Use language to help point out patterns in the environment. (For example: ""Look! You have a pattern. Red. Blue. Red. Blue. I wonder what might come next."")",teacher_can,teacher,1.2.4
page_30.png,statement,type,role,smartlevel
page_30.png,MATHEMATICS,domain,,1.0
page_30.png,"Through play and exploration, very young children begin developing math concepts. These concepts are much broader than counting and number experiences. Children begin to notice similarities and differences while experiencing size, shape, texture and function through his/her senses. Young children also begin to understand quantity, time and space through caregiving routines and daily activities.",domain,,1.0
page_30.png,"As children's abilities grow, their interests become more complex. Teachers must be observant and recognize when it is time to build on existing skills and incorporate more challenging activities. Daily routines and activities can yield unplanned learning opportunities. Cutting a sandwich, matching socks and counting toes are all examples of activities in which math concepts can be identified.",domain,,1.0
page_30.png,STANDARD 1,standard,,1.1
page_30.png,The child will begin to develop awareness of patterns in the environment.,standard,,1.1
page_30.png,Young Infant: 0-8 months,age_range,,1.1.1
page_30.png,The Baby May: Demonstrate expectations for familiar sequences of event.,age_range,,1.1.1
page_30.png,Focus on pictures and patterns.,baby_might,baby,1.1.1.1
page_30.png,"Kick feet, wave arms or smile. (For example: when bottle is seen in expectation of being fed).",baby_might,baby,1.1.1.2
page_30.png,Pick up and mouth objects.,baby_might,baby,1.1.1.3
page_30.png,Place a variety of pictures and patterned objects at the infant's eye level. (For example: pictures placed on the floor and covered with clear contact paper or hanging at eye-level beside the changing table).,teacher_can,teacher,1.1.1.1
page_30.png,"Talk about the sequence of caregiving routines. (For example: ""Your bottle is warming. I will check to see if it is ready."")",teacher_can,teacher,1.1.1.2
page_30.png,"Provide appropriately-sized, easy-to-clean, durable objects of different patterns and textures.",teacher_can,teacher,1.1.1.3
page_24.png,statement,type,role,smartlevel
page_24.png,Listen to a story and look at the pictures and words in print as the teacher reads a story. Ask to have the same book read several times; will carry the book around and show it to others; pretend to read.,baby_might,baby,1.1
page_24.png,Choose books independently and begins to understand how to care for books.,baby_might,baby,1.2
page_24.png,Start to recognize print and/or pictures in the environment. May say letter(s) in his/her name.,baby_might,baby,1.4
page_24.png,Pretend to write a letter or story.,baby_might,baby,1.5
page_24.png,Read with a child or small group of children several times a day.,teacher_can,teacher,1.1
page_24.png,Encourage and assist the toddler to pick out books from a shelf. Have variety of books available within the child's reach.,teacher_can,teacher,1.2
page_18.png,statement,type,role,smartlevel
page_18.png,Communication skills and early literacy (language arts),domain,,1.0
page_18.png,Communication skills and literacy development play an essential role in all domains of learning. Between birth and age three  children begin communicating through sounds  gestures and emotions and move to convey ideas  thoughts and feelings through beginning language. A child's cooing and raising eyebrows leads to babbling  first words and expressing him/ herself using spoken language  sign language or other methods of communicating. Special consideration should be given to those young children whose primary language  the language a person acquires first in life  is not English. Assist the English Language Learner by building on what the young child may already know in his/her primary language.,standard,,1.1
page_18.png,An environment filled with spoken and printed language supports building children's language skills. Typically when very young children are surrounded by people talking or who talk with them  they begin to repeat what they hear and imitate conversations. When infants  toddlers and twos observe people reading and have opportunities to look at books  they learn reading is important. Marks on a page may eventually be associated with meaning and words leading young children to imitate the sounds that may begin to look like letters and numbers. Early language and literacy experiences are the building blocks for life-long learning.,standard,,1.2
page_18.png,Receptive (Listening):The child hears and responds to sounds in the environment.,standard,,1.3
page_18.png,Young Infant: 0-8 months,age_range,,1.3.1
page_18.png,The Baby May: Demonstrate awareness of communication through listening and observing.,age_range,,1.3.2
page_18.png,Startle or cry when a loud noise is heard.,baby_might,baby,1.3.2.1
page_18.png,Turn to look at teacher's face when he/she speaks or smiles in response to the teacher's smile.,baby_might,baby,1.3.2.2
page_18.png,Respond promptly by verbally acknowledging an infant's attempt to communicate  modeling language  gently touching or picking up the infant. Use the infant's primary language when possible.,teacher_can,teacher,1.3.2.1
page_18.png,Respond by making eye contact  using the infant's name  animated facial expressions and descriptive language.,teacher_can,teacher,1.3.2.2
page_32.png,statement,type,role,smartlevel
page_32.png,Spatial Awareness/Geometry : Children become aware of themselves in relation to objects and structures around them.,domain,,1.0
page_32.png,Young Infant: 0-8 months,age_range,,1.1
page_32.png,The Baby May: Experience differences in his/her location his/her position and the position of objects in the environment.,standard,,1.1.1
page_32.png,Show a preference for how he/she is held by the caregiver.,baby_might,baby,1.1.1.1
page_32.png,Be aware of the infant's preference for being held. Hold the infant in his/her preferred position.,teacher_can,teacher,1.1.1.1
page_32.png,Extend his/her arms and legs to touch or kick objects.,baby_might,baby,1.1.1.2
page_32.png,Provide items within the infant's reach to have the opportunity for touching while lying on his/her back.,teacher_can,teacher,1.1.1.2
page_32.png,Feel objects. Wrap hands around or pat a bottle during feeding.,baby_might,baby,1.1.1.3
page_32.png,Mobile Infant: 6-18 months,age_range,,1.2
page_32.png,The Baby May: Begin moving with purpose.,standard,,1.2.1
page_26.png,statement,type,role,smartlevel
page_26.png,Toddler: 16-36 months,domain,,1
page_26.png,The Toddler May: Demonstrate understanding of the meaning of stories; social games; songs and poems; begin to understand more abstract ideas; feelings; positions in space; and begin to be involved in limited conversation.,standard,,1.1
page_26.png,Demonstrate an understanding of language spoken at home.,toddler_might,toddler,1.1.1
page_26.png,Have families provide descriptions in their primary language of special words related to routines; daily activity; expressions; etc.,teacher_can,teacher,1.1.1
page_26.png,Use primary language the child understands. Build on the child's current level of communication.,teacher_can,teacher,1.1.2
page_26.png,Listen and respond to one and two-step directions; stories; rhymes or finger plays.,toddler_might,toddler,1.1.3
page_26.png,"Encourage a child to respond to action words; such as ""Help me drive the truck to the shelf?"" or ""It is time to cover the doll with a blanket so she will be warm.""",teacher_can,teacher,1.1.3
page_26.png,"Model songs and rhymes for the child to follow such as ""Teddy Bear; Teddy Bear Turn Around"" or ""Head; Shoulders; Knees and Toes"".",teacher_can,teacher,1.1.4
page_26.png,Answer simple questions.,toddler_might,toddler,1.1.5
page_26.png,"Ask the child simple questions to encourage a give and take conversation. (For example: a child says; ""Ball; ball."" Teacher responds; ""Can you find the ball?"" A child says; ""Ball; ball; ball."" The teacher responds; ""Yes; you found the ball!"")",teacher_can,teacher,1.1.5
page_26.png,Begin to understand the sequence or order of a story. Tell a story from imagination or experience.,toddler_might,toddler,1.1.6
page_26.png,Read a story to a child; show the child pictures and try to guess what the story is about; ask the child questions about what happened in a story; and provide props to act out the story.,teacher_can,teacher,1.1.6
page_27.png,statement,type,role,smartlevel
page_27.png,Young Infant: 0-8 months,age_range,,1.1.1
page_27.png,The Baby May: Begin to develop eye-hand coordination and intentional hand control.,age_range,,1.1.1
page_27.png,Reach grasp and put objects in his/her mouth,baby_might,baby,1.1.1.1
page_27.png,Bring hands together to middle of body hold toys with both hands or pass objects from one hand to the other,baby_might,baby,1.1.1.2
page_27.png,Offer a finger or another object to grasp while holding feeding or playing with the infant,teacher_can,teacher,1.1.1.1
page_27.png,Provide infant safe items of assorted colors shapes textures and sizes for the child to grasp reach release and grasp again (For example: rattles wash cloths teething rings etc),teacher_can,teacher,1.1.1.2
page_27.png,Place objects near an infant giving opportunity for the infant to reach with either hand or both,teacher_can,teacher,1.1.1.3
page_27.png,Mobile Infant: 6-18 months,age_range,,1.1.2
page_27.png,The Baby May: Continue to develop small (fine) motor skills and incorporate more large (gross) motor skills that are used in pre-writing,age_range,,1.1.2
page_27.png,Use his/her fingers or hand to grasp large crayon marker or other tool with a whole fist and make strokes lines or scribbles randomly on paper and other surfaces,baby_might,baby,1.1.2.1
page_27.png,Use thumb and forefinger to pick up items (pincer grasp),baby_might,baby,1.1.2.2
page_27.png,Develop midline skills such as holding large crayons and transferring them from one hand to the other,baby_might,baby,1.1.2.3
page_27.png,Begin to recognize the relationship between familiar pictures and printed words,baby_might,baby,1.1.2.4
page_27.png,Provide crayons and other art materials for the child to explore and use during both indoor and outdoor play such as finger paint variety of paper (wall paper roll paper drawing paper construction paper etc) large crayons markers and chubby size paint brushes or large sidewalk chalk,teacher_can,teacher,1.1.2.1
page_27.png,Respect scribbles as early forms of writing,teacher_can,teacher,1.1.2.2
page_27.png,Provide opportunities for the child to use pincer grasp such as bead mazes knob puzzles activity boards finger foods and other safe objects to handle,teacher_can,teacher,1.1.2.3
page_27.png,"Play ""Pat A Cake"" and other finger play songs with the child to help with midline skills",teacher_can,teacher,1.1.2.4
page_27.png,Write the child's name on cubby and all personal items,teacher_can,teacher,1.1.2.5
page_27.png,Make a photo book including pictures of each child and his/her family with names written for each person,teacher_can,teacher,1.1.2.6
page_33.png,statement,type,role,smartlevel
page_33.png,Toddler: 16-36 months,age_range,,1.1
page_33.png,The Toddler May: Explore materials and space by handling  building  moving and manipulating.,standard,,1.1.1
page_33.png,Build and explore structures of various sizes using boxes  blocks  sand molds  pots and pans.,toddler_might,toddler,1.1.1.1
page_33.png,Interact with the child using words like on top of  inside and behind.,teacher_can,teacher,1.1.1.1
page_33.png,Begin to be aware of names of shapes.,toddler_might,toddler,1.1.1.2
page_33.png,Provide toys and manipulatives of simple shapes. Play with the child and name the shapes.,teacher_can,teacher,1.1.1.2
page_33.png,Learn to manipulate his/her body in relation to people and objects around them. The child might sit on another child with the intention of sitting beside the child.,toddler_might,toddler,1.1.1.3
page_33.png,"Provide language related to experiences. (For example: ""You are sitting on your friend's lap; here is another place so you are sitting beside Malik."")",teacher_can,teacher,1.1.1.3
page_37.png,statement,type,role,smartlevel
page_37.png,Physical Development,domain,,1.0
page_37.png,Large Muscle Development – The child participates in activities involving large motor skills.,standard,,1.1
page_37.png,Young Infant: 0-8 months,age_range,,1.1.1
page_37.png,"The Baby May: Demonstrate basic movements. (For example: lifting and controlling head, developing abdominal muscles, moving arms and legs, rolling over, sitting with and without support and beginning creeping).",age_range,,1.1.1
page_37.png,Turn head from side to side.,baby_might,baby,1.1.1.1
page_37.png,Raise head off floor.,baby_might,baby,1.1.1.2
page_37.png,Kick feet and move hands.,baby_might,baby,1.1.1.3
page_37.png,Push head and chest up off the floor.,baby_might,baby,1.1.1.4
page_37.png,Roll over.,baby_might,baby,1.1.1.5
page_37.png,Sit with support.,baby_might,baby,1.1.1.6
page_37.png,Sit without support.,baby_might,baby,1.1.1.7
page_37.png,Rock back and forth on hands and knees and begin to scoot and crawl. Move backward while trying to go forward.,baby_might,baby,1.1.1.8
page_37.png,Stand firmly on legs with assistance while in teachers lap.,baby_might,baby,1.1.1.9
page_37.png,Encourage the infant to turn his/her head by speaking to the side of the infant's head.,teacher_can,teacher,1.1.1.1
page_37.png,Provide time and a safe space for an infant to lie on his/her stomach. (For example: sit or lie on the floor with the infant and talk  sing or read).,teacher_can,teacher,1.1.1.2
page_37.png,"Encourage motor development during routine activities such as diapering  feeding and changing clothing. (For example: sings  move and stretch the infant's arms and legs and share finger plays such as ""If You are Happy and You Know It"").",teacher_can,teacher,1.1.1.3
page_37.png,Move the infant to different positions during an infant's waking hours to provide opportunities for the infant to watch and explore.,teacher_can,teacher,1.1.1.4
page_37.png,Encourage the infant to lift head by holding a toy in front of the child. Try to get him/her to hold head up and look at the toy.,teacher_can,teacher,1.1.1.5
page_37.png,Provide safe places for an infant to move freely. Encourage the infant to roll by moving a toy from one side of the infant's line of vision to another.,teacher_can,teacher,1.1.1.6
page_37.png,"Hold the infant in lap while reading a board book together or provide the infant with firm, cushioned support when seated on the floor.",teacher_can,teacher,1.1.1.7
page_37.png,Place the infant in positions to encourage free movement during the waking hours. Avoid restrictive devices such as infant seats or swings. An exception is always use car seats while in vehicles.,teacher_can,teacher,1.1.1.8
page_37.png,"Provide activities to facilitate motor development by holding a toy just out of reach (without frustrating the infant), displaying pictures and hanging an infant-safe mirror at the infant's eye level.",teacher_can,teacher,1.1.1.9
page_37.png,"Talk to the infant about what he/she is doing. (For example: ""Wow! You crawled all of the way to the book area. You are ready to look at books."")",teacher_can,teacher,1.1.1.10
page_37.png,Hold the infant in a sitting position and help him/her to stand or pull up. Provide encouragement and support.,teacher_can,teacher,1.1.1.11
page_23.png,statement,type,role,smartlevel
page_23.png,Young Infant: 0-8 months,age_range,,3.1.1
page_23.png,Mobile Infant: 6-18 months,age_range,,3.1.2
page_23.png,Repeatedly stare at faces or patterns on objects.,baby_might,baby,3.1.1.1
page_23.png,Respond in a physical way to books or other print byputting it in his/her mouth or grabbing at pages.,baby_might,baby,3.1.1.2
page_23.png,Begin to recognize signs and symbols frequently seen bynaming or pointing to logos and signs.,baby_might,baby,3.1.2.2
page_23.png,Use books with familiar and realistic photos reflectingthe ethnicities of children and family.,teacher_can,teacher,3.1.2.2
page_23.png,Spend one-on-one time reading or looking at a book orpicture. Start to turn page and ask the child to finish.Give opportunities for the child to explore books onhis/her own.,teacher_can,teacher,3.1.2.3
page_23.png,Incorporate books into all daily activities.,teacher_can,teacher,3.1.2.3
page_22.png,statement,type,role,smartlevel
page_22.png,Toddler: 16-36 months,age_range,,1.1.1
page_22.png,The Toddler May: Demonstrate increasing ability to combine sounds and simple words to express meaning and to communicate.,standard,,1.1
page_22.png,Begin to combine two words use simple sentences and expand sentence length as vocabulary increases.,baby_might,baby,1.1.1.1
page_22.png,Use language to communicate with other children and adults throughout daily activities. May show frustration when not understood.,baby_might,baby,1.1.1.2
page_22.png,Begin using 's' at the end of some words such as wants trucks and mouses.,baby_might,baby,1.1.1.3
page_22.png,Begin to name items from pictures.,baby_might,baby,1.1.1.4
page_22.png,Attempt to sing songs with words and later sing phrases of songs.,baby_might,baby,1.1.1.5
page_22.png,Encourage language by talking with the child asking open-ended questions waiting for a response repeating back and expanding what the child says.,teacher_can,teacher,1.1.1.1
page_22.png,Respectfully acknowledge primary language the child uses.,teacher_can,teacher,1.1.1.2
page_22.png,"Interpret what the child is trying to communicate. (For example: ""I think you want to play with the blue truck but Maria is playing with it. Would you like to play with the red airplane?)",teacher_can,teacher,1.1.1.3
page_22.png,"Encourage toddler to use words when interacting with other children to get needs met. Encourage the child to use simple phrases such as ""Stop. Mine."" instead of hitting or biting.",teacher_can,teacher,1.1.1.4
page_22.png,"Model complete sentences using the correct forms of plural words. (For example: ""Did you see mice at the pet store?"")",teacher_can,teacher,1.1.1.5
page_22.png,Point to a picture in a book or of the family and ask the child to name what he/she sees.,teacher_can,teacher,1.1.1.6
page_22.png,Sing songs say nursery rhymes teach finger plays and transition activities throughout the day.,teacher_can,teacher,1.1.1.7
page_20.png,statement,type,role,smartlevel
page_20.png,Young Infant: 0-8 months,age_range,,1.1
page_20.png,Make sounds or cries of varying intensity and pitch.,baby_might,baby,1.1.1.1
page_20.png,Laugh aloud.,baby_might,baby,1.1.1.4
page_20.png,Listen and respond with supportive expressions.,teacher_can,teacher,1.1.1.2
page_20.png,Take turns communicating by matching the infant's sounds and facial expressions to encourage responses.,teacher_can,teacher,1.1.1.3
page_20.png,Provide unbreakable mirror on wall where the infant can see him/herself.,teacher_can,teacher,1.1.1.4
page_20.png,Respond to the sounds the infant makes by imitating the infant's sounds and waiting for the infant to respond.,teacher_can,teacher,1.1.1.5
page_20.png,Respond to an infant's gestures; provide language to describe attempts to communicate.,teacher_can,teacher,1.1.1.6
page_20.png,Respond to infant's laughs and make faces or sounds to encourage continued laughing.,teacher_can,teacher,1.1.1.8
page_34.png,statement,type,role,smartlevel
page_34.png,Number Sense: The child will begin to develop an awareness of quantity.,domain,,1.0
page_34.png,The Baby May: Begin to explore objects in the environment  developing a foundation for number awareness.,standard,,1.1
page_34.png,Young Infant: 0-8 months,age_range,,1.1.1
page_34.png,Reach for more toys.,baby_might,baby,1.1.1.1
page_34.png,Show enjoyment when being read a book.,baby_might,baby,1.1.1.2
page_34.png,Provide toys within the infant's reach. (For example: blocks  rattles  nesting toys  etc.).,teacher_can,teacher,1.1.1.1
page_34.png,Read books including concepts of number and counting  sizes big and small or objects showing more and less.,teacher_can,teacher,1.1.1.2
page_34.png,Mobile Infant: 6-18 months,age_range,,1.1.2
page_34.png,The Baby May: Begin to show interest in characteristics of objects such as size or quantity.,standard,,1.2
page_34.png,Show an interest in singing and begin to participate in songs about numbers and counting.,baby_might,baby,1.2.1
page_34.png,Fill containers with objects and empty them out.,baby_might,baby,1.2.2
page_34.png,Begin to use symbols  signs and language to show wanting more.,baby_might,baby,1.2.3
page_34.png,Match objects one to one like finding a lid for each container.,baby_might,baby,1.2.4
page_34.png,Begin to nest objects inside of one another.,baby_might,baby,1.2.5
page_34.png,"Sing songs or say rhymes to introduce counting. (For example: ""Five Little Ducks Went Out to Play"" or ""One  Two Buckle My Shoe"")",teacher_can,teacher,1.2.1
page_34.png,Provide opportunities for a child to fill and empty objects in containers at the water or sand table or on the floor.,teacher_can,teacher,1.2.2
page_34.png,Respond with words  symbols  signs or language cues to incorporate numbers and counting in response to a child's request.,teacher_can,teacher,1.2.3
page_34.png,"Provide pots and pans with lids and talk about the activity. (For example: ""You found the lid for the pan."")",teacher_can,teacher,1.2.4
page_34.png,Provide objects to place on top of or inside one another (For example: nesting cups or measuring cups or spoons).,teacher_can,teacher,1.2.5
page_21.png,statement,type,role,smartlevel
page_21.png,Mobile Infant: 6-18 months,age_range,,1.1
page_21.png,The Baby May: Demonstrate an increasing ability to communicate.,standard,,1.1.1
page_21.png,Point and babble with inflections similar to adult speech.,baby_might,baby,1.1.1.1
page_21.png,Attempt to sing.,baby_might,baby,1.1.1.2
page_21.png,"Communicate with gestures. Use Baby Sign Language, American Sign Language or other familiar gestures such as wave goodbye when prompted.",baby_might,baby,1.1.1.3
page_21.png,"Build upon a child's efforts to say words. (For example: an infant says ""baba,"" teacher responds by saying, ""Bottle? Bubble wants his bottle?"")",teacher_can,teacher,1.1.1.1
page_21.png,Talk with the child in calm soft voice.,teacher_can,teacher,1.1.1.2
page_21.png,"Provide opportunities to listen, sing along and move to different kinds of appropriate music, including music from the infant's home culture.",teacher_can,teacher,1.1.1.3
page_21.png,Encourage the child to use simple gestures to communicate.,teacher_can,teacher,1.1.1.4
page_21.png,"As parent is leaving, encourage the child to wave and model waving goodbye.",teacher_can,teacher,1.1.1.5
page_21.png,"Expand what the child says into a complete sentence. (For example: a child says ""more"" and holds up their cup up to the teacher. The teacher asks, ""Do you want more milk?"")",teacher_can,teacher,1.1.1.6
page_38.png,statement,type,role,smartlevel
page_38.png,Mobile Infant: 6-18 months,age_range,,1
page_38.png,The Baby May: Demonstrate basic locomotor movements.,standard,,1.1
page_38.png,Creep and crawl.,baby_might,baby,1.1.1
page_38.png,"Call children by their name as you play together. Provide climbers, tunnels or obstacles to crawl through or over.",teacher_can,teacher,1.1.1
page_38.png,Pull self to standing by holding on to furniture or a person. Stand alone with and without support.,baby_might,baby,1.1.2
page_38.png,"Place toys on a secure, stable shelf or other furniture to encourage an infant to pull up.",teacher_can,teacher,1.1.2
page_38.png,Be alert for an infant who can stand but cannot sit back down. Provide assistance when needed.,teacher_can,teacher,1.1.2
page_38.png,Walk with assistance.,baby_might,baby,1.1.3
page_38.png,"Provide wide-based push toys with handles. (For example: shopping carts, lawn mowers, vacuum cleaners, doll strollers or riding toys).",teacher_can,teacher,1.1.3
page_38.png,Offer a finger or  hand  to hold as the infant leads.,teacher_can,teacher,1.1.3
page_38.png,Walk without support.,baby_might,baby,1.1.4
page_38.png,Include daily inside and outside activities involving movement and exercise.,teacher_can,teacher,1.1.4
page_38.png,Climb into chair and seat self.,baby_might,baby,1.1.5
page_38.png,Be alert to increased climbing abilities by providing close supervision and safe options. Shelving should be secured to the wall.,teacher_can,teacher,1.1.5
page_38.png,Walk up and down stairs.,baby_might,baby,1.1.6
page_38.png,"Provide cushioned mats, balance beams, low climbers, stairs, slides and size-appropriate furniture to safely practice skills.",teacher_can,teacher,1.1.6
page_38.png,The Baby May: Use large arm movements (non-locomotor).,standard,,1.2
page_38.png,Bang toys and objects on table or floor.,baby_might,baby,1.2.1
page_38.png,"Play together with simple block play or offer pots, pans, wooden spoons, shakers, rattles, or pounding toys for banging.",teacher_can,teacher,1.2.1
page_38.png,Throw balls or objects and move arms up or down with purpose.,baby_might,baby,1.2.2
page_38.png,"Provide beanbags, soft balls or stuffed socks for tossing. Use easel painting, chalkboard drawing, block play, finger paint, flour and water mixture and other sensory experiences to encourage arm movements.",teacher_can,teacher,1.2.2
page_38.png,Use rhythm instruments.,baby_might,baby,1.2.3
page_38.png,"Purchase or create simple rhythm band instruments such as a drum (oatmeal box), rhythm sticks (dowel rods), sand paper blocks (cover wood with fine sand paper), bells, tambourine or shakers located where they are accessible.",teacher_can,teacher,1.2.3
page_10.png,statement,type,role,smartlevel
page_10.png,The child will demonstrate interest in learning through persistence and varying degrees of initiative curiosity sensory exploration and problem solving.,standard,,1
page_10.png,Young Infant: 0-8 months,age_range,,1.1
page_10.png,Notice and show interest in and excitement with familiar objects people and events.,baby_might,baby,1.1.1
page_10.png,React to new objects and sounds by becoming more quiet more active or changing his/her facial expressions.,baby_might,baby,1.1.2
page_10.png,Gaze attentively at teachers talking to them during caregiving routines such as feeding and diaper changing.,baby_might,baby,1.1.3
page_10.png,Consistently look reach for and mouth toys and objects Grasp release re-grasp and re-release an object.,baby_might,baby,1.1.4
page_10.png,Kick or grab a toy to see if it will repeat a sound and/or a motion.,baby_might,baby,1.1.5
page_10.png,Provide opportunities for sensory exploration and describe to infant what he/she is experiencing (feeling tasting touching tasting smelling seeing etc.).,teacher_can,teacher,1.1.1
page_10.png,Provide a safe natural space for infant to explore and provide support for infants who are hesitant about new things and experiences.,teacher_can,teacher,1.1.2
page_10.png,"Make eye contact and use language to prepare for and describe the caregiving routine. (For example: ""Susie it is time to change your diaper. Let's go to the diaper changing table."")",teacher_can,teacher,1.1.3
page_10.png,Provide a variety of opportunities materials and experiences that encourage exploration movement and hands-on discovery (rattles activity boxes soft books etc.).,teacher_can,teacher,1.1.4
page_10.png,Provide infant with toys and objects that react to specific actions (shakers balls mobiles etc.).,teacher_can,teacher,1.1.5
page_10.png,Respond to infant's exploration and discovery with enthusiasm and encouragement.,teacher_can,teacher,1.1.6
page_11.png,statement,type,role,smartlevel
page_11.png,Mobile Infant: 6-18 months,domain,,1.0
page_11.png,The Baby May: Increase attention span and persist in repetitive tasks.,standard,,1.1
page_11.png,Show persistence by dropping a toy or object and looking for it; wanting to hear the same song or story over and over again; or repeating the same activity.,baby_might,baby,1.1.1
page_11.png,Use multiple senses at one time to explore objects by looking; touching; mouthing and banging.,baby_might,baby,1.1.2
page_11.png,Show pleasure and encourage continued interaction by vocalizing and smiling when he/she is being read to; talked to or sung to.,baby_might,baby,1.1.3
page_11.png,Explore spatial relationships by attempting to fit his/her body in boxes or tunnels.,baby_might,baby,1.1.4
page_11.png,Pretend to do a task he/she has observed (For example: use a toy key to lock and unlock a door or feed a baby doll a bottle).,baby_might,baby,1.1.5
page_11.png,Provide safe toys for child to use for experimentation and problem solving.,teacher_can,teacher,1.1.1
page_11.png,Provide activities and experiences repeatedly if child shows interest.,teacher_can,teacher,1.1.2
page_11.png,"Provide safe toys and experiences with a variety of colors, textures, sounds, shapes, smells, etc. (For example: stacking cups, shape boxes, balls with a bell inside, etc.).",teacher_can,teacher,1.1.3
