page_15.png,Matches objects that are similar or related characteristics.,performance standards,1.3.2.1
page_15.png,16 Months to 36 Months,label,1.3.3
page_15.png,Sorts objects into two groups based on a single characteristics.,performance standards,1.3.3.1
page_14.png,statement,type,smartlevel
page_14.png,Child recognizes the stability of people and objects in the environment,Content Area,1
page_14.png,Birth to 9 Months,label,1.1
page_14.png,1. Shows awareness that familiar adults and objects still exist even they are out of sight or range.,performance standards,1.1.1
page_14.png,8 Months to 18 Months,label,1.2
page_14.png,1. Searches for hidden/missing familiar adults or objects in the place they were last seen.,performance standards,1.2.1
page_14.png,16 Months to 36 Months,label,1.3
page_14.png,1. Uses a variety of search strategies to find hidden familiar adults or objects.,performance standards,1.3.1
page_14.png,Child uses memories as a foundation for more complex actions and thoughts.,Domain,1.4
page_14.png,Birth to 9 Months,label,1.4.1
page_14.png,1. Shows excitement for or about a toy or other object that was played with days earlier.,performance standards,1.4.1.1
page_14.png,2. Anticipates familiar actions or routines.,performance standards,1.4.1.2
page_14.png,8 Months to 18 Months,label,1.4.2
page_14.png,1. Remembers how to use objects or materials from previous experience.,performance standards,1.4.2.1
page_14.png,2. Anticipates routines or events by taking action.,performance standards,1.4.2.2
page_14.png,16 Months to 36 Months,label,1.4.3
page_14.png,1. Tells others about memories and past experiences.,performance standards,1.4.3.1
page_14.png,2. Remembers how to do a series of actions that were observed at an earlier time.,performance standards,1.4.3.2
page_14.png,REASONING AND PROBLEM SOLVING,Content Area,2
page_14.png,Child learns to use a variety of strategies in solving problems.,Domain,2.1
page_14.png,Birth to 9 Months,label,2.1.1
page_14.png,1. Engages in simple repeated actions to reach a goal.,performance standards,2.1.1.1
page_14.png,8 Months to 18 Months,label,2.1.2
page_14.png,1. Explores how to make something happen again or explores how something works by doing actions repeatedly.,performance standards,2.1.2.1
page_14.png,16 Months to 36 Months,label,2.1.3
page_14.png,1. Engages in activities for longer periods of time and tries several times to solve more challenging problems.,performance standards,2.1.3.1
page_14.png,Child uses reasoning and planning to solve problems.,Domain,2.2
page_14.png,Birth to 9 Months,label,2.2.1
page_14.png,1. Uses own actions or movements to solve simple problems.,performance standards,2.2.1.1
page_14.png,8 Months to 18 Months,label,2.2.2
page_14.png,1. Tries different solutions to everyday problems until discovering one that works. May try the same strategy multiple times even if it is not working.,performance standards,2.2.2.1
page_14.png,16 Months to 36 Months,label,2.2.3
page_14.png,"1. Uses problem-solving and experimenting to figure out solutions to everyday problems, including in social situations.",performance standards,2.2.3.1
page_8.png,statement,type,smartlevel
page_8.png,Infant and Toddler Language and Communication Standards,Content Area,1
page_8.png,Attending and Understanding,Domain,1.1
page_8.png,"Child attends to, understands and responds to communication and language from others.",Anchor Standard,1.1.1
page_8.png,Birth to 9 Months,label,1.1.1.1
page_8.png,Attends to verbal and nonverbal communication by turning toward or looking at a person.,performance standards,1.1.1.1.1
page_8.png,Participates in back and forth communication exchanges with familiar adults.,performance standards,1.1.1.1.2
page_8.png,8 Months to 18 Months,label,1.1.1.2
page_8.png,Shows understanding of the meaning of words/gestures by looking at people or objects being referred to.,performance standards,1.1.1.2.1
page_8.png,16 Months to 36 Months,label,1.1.1.3
page_8.png,"Shows recognition of familiar people, routines, places, and sentences.",performance standards,1.1.1.3.1
page_8.png,Participates in conversations in ways that show understanding by following suggestions or directions from adults.,performance standards,1.1.1.3.2
page_8.png,Child learns from communication and language experiences with others.,Anchor Standard,1.1.2
page_8.png,Birth to 9 Months,label,1.1.2.1
page_8.png,"Pays attention when familiar adults talk or sign about objects, people, or events during face-to-face interaction by changing focus, making eye contact, or looking at people or objects.",performance standards,1.1.2.1.1
page_8.png,8 Months to 18 Months,label,1.1.2.2
page_8.png,Participates in joint attention with a familiar adult by looking back and forth between the adult and an object.,performance standards,1.1.2.2.1
page_8.png,"Points or gestures when a familiar adult is pointing, naming, or signing about a familiar or new object and learns names and uses of objects.",performance standards,1.1.2.2.2
page_8.png,16 Months to 36 Months,label,1.1.2.3
page_8.png,Participates in longer periods of joint attention with familiar adults (16-24 months up to one minute; 24- 36 months up to 5 minutes).,performance standards,1.1.2.3.1
page_8.png,"Shows interest, understanding, or enjoyment when participating in language activities, demonstrating understanding of objects' functions and uses, or when joining in games, songs, rhymes, or stories.",performance standards,1.1.2.3.2
page_9.png,statement,type,smartlevel
page_9.png,COMMUNICATING AND SPEAKING,Content Area,1
page_9.png,Child communicates needs and wants verbally and non-verbally and by using language.,Domain,1.1
page_9.png,Birth to 9 Months,label,1.1.1
page_9.png,"1. Learns how to use different means of communication, such as facial expressions or signs, to seek help and communicate interests and needs to others, such as crying, grunting and suckling.",performance standards,1.1.1.1
page_9.png,8 Months to 18 Months,label,1.1.2
page_9.png,"1. Uses a variety of ways to communicate interests, needs and ideas, such as saying or making a sign for ""more milk,"" ""I want juice,"" ""mas leche,"" or ""quiero juice.""",performance standards,1.1.2.1
page_9.png,16 Months to 36 Months,label,1.1.3
page_9.png,8 Months to 18 Months,label,1.2.2
page_9.png,1. Repeats actions or single words to initiate or maintain social interactions with other children or familiar adults such as clapping hands or calling a name to get a familiar adult's attention.,performance standards,1.2.2.1
page_9.png,16 Months to 36 Months,label,1.2.3
page_9.png,"1. Uses words, sign language, phrases, or simple sentences to initiate, continue, or extend conversations with others about feelings, experiences, or thoughts.",performance standards,1.2.3.1
