filename,Code,statement,type,SmartLevel,
page_23.png,ESD-1g,"Express choices with gestures, signs, or words (select a toy they want).",developmental_indicator,1.1.2.3,
page_23.png,ESD-1h,"Show awareness of some of their own characteristics and things they can do (recognize themselves in pictures, say, I help Daddy!"").""",developmental_indicator,1.1.3.1,
page_23.png,ESD-1k,"Describe self (characteristics that can be seen, things they can do, things they like, possessions).",developmental_indicator,1.1.4.1,
page_23.png,ESD-1m,Use own first and last name.,developmental_indicator,1.1.4.3,
page_23.png,ESD-1n,Choose activities they like and name their favorite activities.,developmental_indicator,1.1.4.4,
page_23.png,ESD-1o,Describe themselves in concrete ways...,developmental_indicator,1.1.5.1,
page_23.png,ESD-1p,Express awareness that they are members of different groups...,developmental_indicator,1.1.5.2,
page_23.png,ESD-1q,"Choose to spend more time on preferred activities, and express awareness of skills they are developing.",developmental_indicator,1.1.5.3,
page_27.png,Goal ESD-3,Children form relationships and interact positively with familiar adults who are consistent and responsive to their needs.,goal,1.3,
page_27.png,,Infants,label,1.3.1,
page_27.png,,"Enjoy being held, cuddled, and talked to by familiar adults. ESD-3a",developmental_indicator,1.3.1.1,
page_27.png,,Recognize and reach out to familiar people. ESD-3b,developmental_indicator,1.3.1.2,
page_27.png,,Seek to be near their caregivers; stop crying when they come near. ESD-3c,developmental_indicator,1.3.1.3,
page_27.png,,Show signs of separation anxiety when a familiar caregiver leaves. ESD-3d,developmental_indicator,1.3.1.4,
page_27.png,,Make eye contact with others. ESD-3e,developmental_indicator,1.3.1.5,
page_27.png,,"Imitate sounds, facial expressions, or gestures they see other people do (peek-a-boo, hands up for so big""). ESD-3f""",developmental_indicator,1.3.1.6,
page_27.png,,Younger Toddlers,label,1.3.2,
page_27.png,,Offer toys and objects to familiar adults. ESD-3h,developmental_indicator,1.3.2.2,
page_27.png,,Older Toddlers,label,1.3.3,
page_27.png,,Form close relationships with their primary caregivers and other familiar adults. ESD-3i,developmental_indicator,1.3.3.1,
page_27.png,,Seek help from trusted adults when upset (when fearful or having difficulty with something). ESD-3j,developmental_indicator,1.3.3.2,
page_27.png,,Are less likely to get upset when primary caregiver is with them. ESD-3k,developmental_indicator,1.3.3.3,
page_27.png,,"Use words to influence caregivers' behavior (ask for help, talk about something they want the adult to do). ESD-3l",developmental_indicator,1.3.3.4,
page_27.png,,Younger Preschoolers,label,1.3.4,
page_27.png,,"Seek out trusted teachers and caregivers as needed (for emotional support, physical assistance, social interaction, problem-solving, and approval). ESD-3m",developmental_indicator,1.3.4.1,
page_27.png,,Show affection for adults they are close to. ESD-3n,developmental_indicator,1.3.4.2,
page_27.png,,"Given time, form positive relationships with new teachers or caregivers. ESD-3o",developmental_indicator,1.3.4.3,
page_27.png,,Show ease and comfort in their interactions with familiar adults. ESD-3p,developmental_indicator,1.3.4.4,
page_27.png,,Older Preschoolers,label,1.3.5,
page_27.png,,"Seek out trusted teachers and caregivers as needed (for emotional support, physical assistance, social interaction, problem-solving, and approval). ESD-3q",developmental_indicator,1.3.5.1,
page_27.png,,Form positive relationships with new teachers or caregivers over time. ESD-3r,developmental_indicator,1.3.5.2,
page_27.png,,"Use language effectively to continue conversations with familiar adults and to influence their behavior (ask for help, ask an adult to do something). ESD-3s",developmental_indicator,1.3.5.3,
page_29.png,Goal ESD-5,Children demonstrate the social and behavioral skills needed to successfully participate in groups.,goal,1.5,
page_29.png,,Infants,label,1.5.1,
page_29.png,ESD-5a,"Use gestures, sounds, objects, or words to get another person to do something (bring box to adult to be opened, make noise to get someone to look).",developmental_indicator,1.5.1.1,
page_29.png,ESD-5b,Follow simple directions some of the time.,developmental_indicator,1.5.1.2,
page_29.png,ESD-5c,"Control impulses some of the time (look at forbidden object and say, ""No, no,"" allow adult to direct them to a different activity).",developmental_indicator,1.5.1.3,
page_29.png,ESD-5d,"Accept adult help to resolve problems and conflicts, and cooperate when an adult redirects them from a situation that poses a problem.",developmental_indicator,1.5.1.4,
page_29.png,,Younger Toddlers,label,1.5.2,
page_29.png,ESD-5e,Follow social rules...,developmental_indicator,1.5.2.1,
page_29.png,ESD-5f,Adjust their behavior to fit different situations...,developmental_indicator,1.5.2.2,
page_29.png,ESD-5g,Evaluate their own and others' actions as right or wrong (pointing out another child is climbing on table).,developmental_indicator,1.5.2.3,
page_29.png,ESD-5h,Show caring and cooperation...,developmental_indicator,1.5.2.4,
page_29.png,,Older Toddlers,label,1.5.3,
page_29.png,ESD-5i,"Wait for a short time to get what they want (a toy, a snack), with guidance and support.",developmental_indicator,1.5.3.1,
page_29.png,ESD-5j,"Accept ""no"" without getting overly upset.",developmental_indicator,1.5.3.2,
page_29.png,,Younger Preschoolers,label,1.5.4,
page_29.png,ESD-5k,"Follow social rules, transitions, and routines that have been explained to them, with reminders and practice.",developmental_indicator,1.5.4.1,
page_29.png,ESD-5l,Often make requests clearly and effectively.,developmental_indicator,1.5.4.2,
page_29.png,ESD-5m,Show awareness that their actions affect others (move carefully around classmate's block structure).,developmental_indicator,1.5.4.3,
page_29.png,ESD-5n,"Wait for a short time to get what they want (a turn with a toy, a snack).",developmental_indicator,1.5.4.4,
page_29.png,ESD-5o,"Work to resolve conflicts effectively, with guidance and support.",developmental_indicator,1.5.4.5,
page_29.png,,Older Preschoolers,label,1.5.5,
page_29.png,ESD-5p,"Follow social rules, transitions, and routines that have been explained to them.",developmental_indicator,1.5.5.1,
page_29.png,ESD-5q,Make requests clearly and effectively most of the time.,developmental_indicator,1.5.5.2,
page_29.png,ESD-5r,Balance their own needs with those of others in the group.,developmental_indicator,1.5.5.3,
page_29.png,ESD-5s,"Anticipate consequences and plan ways to solve problems effectively, with guidance and support.",developmental_indicator,1.5.5.4,
page_29.png,ESD-5t,Use a variety of strategies to solve problems and conflicts with increasing independence.,developmental_indicator,1.5.5.5,
page_29.png,ESD-5u,"Express respect and caring for all people, including people with disabilities and those from different cultures.",developmental_indicator,1.5.5.6,
page_32.png,Goal ESD-6,Children identify manage and express their feelings.,goal,1.1,
page_32.png,ESD-6a,"Express a range of emotions (happiness, sadness, fear, and anger) with their face, body, and voice. ESD-6a",developmental_indicator,1.1.1.1,
page_32.png,ESD-6b,Show when they feel overwhelmed or are in distress or pain (cry yawn look away extend arms or legs arch their body fuss). ESD-6b,developmental_indicator,1.1.1.2,
page_32.png,ESD-6c,Soothe themselves (suck thumb or pacifier shift attention snuggle with soft toy). ESD-6c,developmental_indicator,1.1.1.3,
page_32.png,ESD-6d,"Express a range of emotions (happiness, sadness, fear, anger, disgust) with their face, body, voice. ESD-6d",developmental_indicator,1.1.2.1,
page_32.png,ESD-6e,"Use body language, facial expression, and sometimes words to communicate feelings (clap when happy pout and hunch shoulders when sad shout ""Whee!"" when excited). ESD-6e",developmental_indicator,1.1.2.2,
page_32.png,ESD-6f,Separate from parent or main caregiver without being overcome by stress. ESD-6f,developmental_indicator,1.1.2.3,
page_32.png,ESD-6g,Find comfort and calm down in a familiar setting or with a familiar person. ESD-6g,developmental_indicator,1.1.2.4,
page_32.png,ESD-6h,"Express a range of emotions (happiness, sadness, fear, anger, disgust, tenderness, hostility, shame, guilt, satisfaction, and love) with their body, vocal sounds, and words. ESD-6h",developmental_indicator,1.1.3.1,
page_32.png,ESD-6i,Communicate to make needs known. ESD-6i,developmental_indicator,1.1.3.2,
page_32.png,ESD-6j,"Manage emotions and control impulses with guidance and support (Say ""I don't like that!"" instead of hitting wait by door instead of running ahead when excited to go out). ESD-6j",developmental_indicator,1.1.3.3,
page_32.png,ESD-6k,Display emotional outbursts less often. ESD-6k,developmental_indicator,1.1.3.4,
page_32.png,ESD-6l,"Express a range of emotions (happiness, sadness, fear, anger, disgust, tenderness, hostility, shame, guilt, satisfaction, and love) with their face, body, vocal sounds, and words. ESD-6l",developmental_indicator,1.1.4.1,
page_32.png,ESD-6m,Use a variety of words or signs to express and manage feelings more clearly. ESD-6m,developmental_indicator,1.1.4.2,
page_32.png,ESD-6n,"Describe reasons for their feelings (""I'm sad because Grandma's leaving."" ""That makes me mad when you do that!""). ESD-6n",developmental_indicator,1.1.4.3,
page_32.png,ESD-6o,"Express a range of emotions (happiness, sadness, fear, anger, disgust, tenderness, hostility, shame, guilt, satisfaction, and love) with their face, body, vocal sounds, and words. ESD-6o",developmental_indicator,1.1.5.1,
page_32.png,ESD-6p,Independently manage and express feelings effectively most of the time. ESD-6p,developmental_indicator,1.1.5.2,
page_32.png,ESD-6q,"Use a larger vocabulary for talking about different feelings (""I'm frustrated with that puzzle!"" ""I'm excited about our trip.""). ESD-6q",developmental_indicator,1.1.5.3,
page_32.png,ESD-6r,"Give reasons for their feelings that may include thoughts and beliefs as well as outside events (""I'm happy because I wanted to win and I did.""). ESD-6r",developmental_indicator,1.1.5.4,
page_32.png,ESD-6s,Use problem-solving strategies when feeling angry or frustrated. ESD-6s,developmental_indicator,1.1.5.5,
page_33.png,Goal ESD-7,Children recognize and respond to the needs and feelings of others.,goal,1.7,
page_33.png,ESD-7a,Become upset when another infant is crying. ESD-7a,developmental_indicator,1.7.1.1,
page_33.png,ESD-7b,Respond differently to positive vs. negative emotional expressions of others. ESD-7b,developmental_indicator,1.7.1.2,
page_33.png,ESD-7c,"Try to comfort another child or an adult who is upset (bring a comfort object, pat the person on the back). ESD-7c",developmental_indicator,1.7.2.1,
page_33.png,ESD-7d,"Look at familiar caregivers to see how the person is feeling (do something wrong and look to see if the caregiver is angry, bump head and start crying after the caregiver expresses concern/tries to comfort). ESD-7d",developmental_indicator,1.7.2.2,
page_33.png,ESD-7e,Match their tone and emotions to that of others during interactions. ESD-7e,developmental_indicator,1.7.2.3,
page_33.png,ESD-7f,"Try to comfort another child or an adult who is upset (bring a comfort object, pat the person on the back). ESD-7f",developmental_indicator,1.7.3.1,
page_33.png,ESD-7g,"Communicate concern for others (share a toy with someone who doesn't have one, ask, ""Are you OK?""). ESD-7g",developmental_indicator,1.7.3.2,
page_33.png,ESD-7h,"Offer help to meet the needs of others (pick up item someone dropped, help another child who is having trouble building a block tower). ESD-7h",developmental_indicator,1.7.3.3,
page_33.png,ESD-7i,Recognize facial expressions or actions associated with different emotions. ESD-7i,developmental_indicator,1.7.3.4,
page_33.png,ESD-7j,"Try to comfort another child or an adult who is upset (bring a comfort object, pat the person on the back). ESD-7j",developmental_indicator,1.7.4.1,
page_33.png,ESD-7k,"Communicate concern for others (share a toy with someone who doesn't have one, ask, ""Are you OK?""). ESD-7k",developmental_indicator,1.7.4.2,
page_33.png,ESD-7l,"Offer help to meet the needs of others (pick up item someone dropped, help another child who is having trouble building a block tower). ESD-7l",developmental_indicator,1.7.4.3,
page_33.png,ESD-7m,"Show awareness that other people have different feelings (""I like raisins but he doesn't."" ""I'm scared on that ride but she isn't.""). ESD-7m",developmental_indicator,1.7.4.4,
page_33.png,ESD-7n,Communicate understanding and empathy for others' feelings. ESD-7n,developmental_indicator,1.7.5.1,
page_33.png,ESD-7o,"Show awareness that their behavior can affect the feelings of others (say, ""I didn't mean to scare you when I yelled.""). ESD-7o",developmental_indicator,1.7.5.2,
page_33.png,ESD-7p,"Choose to act in ways that show respect for others' feelings and points of view most of the time with guidance and support (compliment each other during play, work out conflicts, show respect for opinions expressed by others). ESD-7p",developmental_indicator,1.7.5.3,
page_41.png,Goal HPD-1,Children develop healthy eating habits.,goal,1.1,
page_41.png,HPD-1a,Show interest in feeding routines. HPD-1a,developmental_indicator,1.1.1.1,
page_41.png,HPD-1b,Help with feeding themselves (eat finger foods...,developmental_indicator,1.1.1.2,
page_41.png,HPD-1c,Show hunger or fullness using actions...,developmental_indicator,1.1.1.3,
page_41.png,HPD-1d,Show food preferences. HPD-1d,developmental_indicator,1.1.1.4,
page_41.png,HPD-1e,Respond to different textures of food...,developmental_indicator,1.1.1.5,
page_41.png,HPD-1f,Eat different kinds of food such as liquids...,developmental_indicator,1.1.1.6,
page_41.png,HPD-1g,Try new foods. HPD-1g,developmental_indicator,1.1.2.1,
page_41.png,HPD-1h,Feed themselves with some assistance they use some utensils...,developmental_indicator,1.1.2.2,
page_41.png,HPD-1i,Ask for or accept food when hungry. HPD-1i,developmental_indicator,1.1.2.3,
page_41.png,HPD-1j,Eat enough to meet nutritional needs...,developmental_indicator,1.1.2.4,
page_41.png,HPD-1k,Eat a variety of small pieces of age-appropriate table foods. HPD-1k,developmental_indicator,1.1.2.5,
page_41.png,HPD-1l,Try new foods. HPD-1l,developmental_indicator,1.1.3.1,
page_41.png,HPD-1m,Feed themselves using utensils and hands...,developmental_indicator,1.1.3.2,
page_41.png,HPD-1n,Accept or refuse food depending on their appetite...,developmental_indicator,1.1.3.3,
page_41.png,HPD-1o,Notice and talk about food preferences...,developmental_indicator,1.1.3.4,
page_41.png,HPD-1p,Try new foods. HPD-1p,developmental_indicator,1.1.4.1,
page_41.png,HPD-1q,Feed themselves with utensils independently. HPD-1q,developmental_indicator,1.1.4.2,
page_41.png,HPD-1r,Communicate that some foods are good...,developmental_indicator,1.1.4.3,
page_41.png,HPD-1s,Try new foods. HPD-1s,developmental_indicator,1.1.5.1,
page_41.png,HPD-1t,Feed themselves with utensils independently. HPD-1t,developmental_indicator,1.1.5.2,
page_41.png,HPD-1u,Given a selection of familiar foods...,developmental_indicator,1.1.5.3,
page_41.png,HPD-1v,Talk about variety and amount of foods...,developmental_indicator,1.1.5.4,
page_41.png,HPD-1w,Name foods and beverages that help...,developmental_indicator,1.1.5.5,
page_42.png,Goal HPD-2,Children engage in active physical play indoors and outdoors.,goal,1.2,
page_42.png,HPD-2a,"Engage in physically active movements (spending time on their tummy, repeating actions, kicking, waving arms, rolling over).",developmental_indicator,1.2.1.1,
page_42.png,HPD-2b,Move their bodies to explore the indoor and outdoor environment.,developmental_indicator,1.2.1.2,
page_42.png,HPD-2c,Develop strength and stamina by continuing movements over short periods of time.,developmental_indicator,1.2.1.3,
page_42.png,HPD-2d,"Show they enjoy active play and seek to be physically active (choose to play often on climber, laugh and squeal while moving).",developmental_indicator,1.2.2.1,
page_42.png,HPD-2e,"Anticipate and ask for outdoor play (point at door and say, ""Out!"", resist coming indoors).",developmental_indicator,1.2.2.2,
page_42.png,HPD-2f,"Engage in regular and sustained movement (push toys around play yard, go up and down slide over and over).",developmental_indicator,1.2.2.3,
page_42.png,HPD-2g,Develop strength and stamina as they use large muscles and participate in physical activity for longer periods of time.,developmental_indicator,1.2.2.4,
page_42.png,HPD-2h,Develop strength and stamina by spending moderate periods of time playing vigorously.,developmental_indicator,1.2.3.1,
page_42.png,HPD-2i,"Show satisfaction with new skills and strengths (ask others to watch them, say, ""I'm big and strong!"").",developmental_indicator,1.2.3.2,
page_42.png,HPD-2j,"With guidance and support, transition from active to quiet activities.",developmental_indicator,1.2.3.3,
page_42.png,HPD-2k,Develop strength and stamina by spending moderate periods of time playing vigorously.,developmental_indicator,1.2.4.1,
page_42.png,HPD-2l,Choose a variety of structured and unstructured physical activities indoors and outdoors.,developmental_indicator,1.2.4.2,
page_42.png,HPD-2m,"Participate in simple games and other structured motor activities that enhance physical fitness (songs with movement, throwing and catching).",developmental_indicator,1.2.4.3,
page_42.png,HPD-2n,Transition from active to quiet activities with limited guidance and support.,developmental_indicator,1.2.4.4,
page_42.png,HPD-2o,Develop strength and stamina by spending extended periods of time playing vigorously.,developmental_indicator,1.2.5.1,
page_42.png,HPD-2p,Communicate ways exercise keeps us healthy and makes us feel good.,developmental_indicator,1.2.5.2,
page_42.png,HPD-2q,"Participate in structured and unstructured motor activities that build strength, speed, flexibility, and coordination (red light, green light; chase; free play).",developmental_indicator,1.2.5.3,
page_42.png,HPD-2r,Transition independently from active to quiet activities most of the time.,developmental_indicator,1.2.5.4,
page_43.png,Goal HPD-3,Children develop healthy sleeping habits.,goal,1.1,
page_43.png,HPD-3a,"Sleep for longer periods at a time (more at night, and less during the day). HPD-3a",developmental_indicator,1.1.1.1,
page_43.png,HPD-3b,Settle down and fall asleep after a routine that includes a familiar series of events. HPD-3b,developmental_indicator,1.1.1.2,
page_43.png,HPD-3c,Develop a personal sleep routine or pattern. HPD-3c,developmental_indicator,1.1.1.3,
page_43.png,HPD-3d,"Cooperate with sleep routines (choose a book, get preferred comfort item). HPD-3d",developmental_indicator,1.1.2.1,
page_43.png,HPD-3e,"Use simple sounds, gestures, or words to show they are tired (say, ""Night, night.""). HPD-3e",developmental_indicator,1.1.2.2,
page_43.png,HPD-3f,"Use language about sleep (say, ""Time for bed,"" after clearing lunch things; give sign for sleep). HPD-3f",developmental_indicator,1.1.3.1,
page_43.png,HPD-3g,"With guidance, participate in sleep routines (wash hands after lunch, get blanket, lie down on bed or mat). HPD-3g",developmental_indicator,1.1.3.2,
page_43.png,HPD-3h,Fall asleep on their own. HPD-3h,developmental_indicator,1.1.3.3,
page_43.png,HPD-3i,Recognize and communicate signs of being tired. HPD-3i,developmental_indicator,1.1.4.1,
page_43.png,HPD-3j,"With increasing independence, start and participate in sleep routines. HPD-3j",developmental_indicator,1.1.4.2,
page_43.png,HPD-3k,Communicate ways sleep keeps us healthy and makes us feel good. HPD-3k,developmental_indicator,1.1.5.1,
page_43.png,HPD-3l,Independently start and participate in sleep routines most of the time. HPD-3l,developmental_indicator,1.1.5.2,
page_46.png,Goal HPD-4,Children develop the large muscle control and abilities needed to move through and explore their environment.,goal,1.4,
page_46.png,,Infants,label,1.4.1,
page_46.png,,Gain control of arm and leg movements. HPD-4a,developmental_indicator,1.4.1.1,
page_46.png,,Maintain upright posture when sitting and standing. HPD-4b,developmental_indicator,1.4.1.2,
page_46.png,,"Move in and out of various positions by rolling, pushing up, and pulling to stand. HPD-4c",developmental_indicator,1.4.1.3,
page_46.png,,"Move from place to place as their abilities allow (squirm, roll, scoot, crawl, cruise, or walk). HPD-4d",developmental_indicator,1.4.1.4,
page_46.png,,Younger Toddlers,label,1.4.2,
page_46.png,,"Develop strength, balance, and coordination by repeating movements (pull up and sit down, bend and straighten, squat to pick something up from the floor). HPD-4e",developmental_indicator,1.4.2.1,
page_46.png,,"Move their arms and legs together to climb, push, and pull (push a stroller, use riding toys, crawl up steps). HPD-4f",developmental_indicator,1.4.2.2,
page_46.png,,"Move through the world with more independence (crawl, cruise, walk, run, use therapeutic walker). HPD-4g",developmental_indicator,1.4.2.3,
page_46.png,,Older Toddlers,label,1.4.3,
page_46.png,,"Move their arms and legs to complete a task (kick, jump, step, pedal, push away). HPD-4h",developmental_indicator,1.4.3.1,
page_46.png,,"Move through the world with a variety of movements and with increasing independence (run, jump). HPD-4i",developmental_indicator,1.4.3.2,
page_46.png,,"Use familiar objects that encourage large motor movements (riding toys, crawl tubes, large ball in basket, slide). HPD-4j",developmental_indicator,1.4.3.3,
page_46.png,,"Perform actions smoothly with balance, strength, and coordination (dance, bend over to pick up a toy, reach up high on a shelf, walk up and down steps). HPD-4k",developmental_indicator,1.4.3.4,
page_46.png,,Younger Preschoolers,label,1.4.4,
page_46.png,,"Demonstrate strength and balance by managing uneven surfaces such as hills, ramps, and steps. HPD-4l",developmental_indicator,1.4.4.1,
page_46.png,,"Refine movements and show generally good coordination (e.g., throwing and catching). HPD-4m",developmental_indicator,1.4.4.2,
page_46.png,,"Use a variety of toys and equipment that enhance gross motor development (balls, slides, pedaling toys, assistive technology). HPD-4n",developmental_indicator,1.4.4.3,
page_46.png,,"Move their bodies in space with good coordination (running, hopping in place, galloping). HPD-4o",developmental_indicator,1.4.4.4,
page_46.png,,Older Preschoolers,label,1.4.5,
page_46.png,,Coordinate movement of upper and lower body. HPD-4p,developmental_indicator,1.4.5.1,
page_46.png,,"Perform complex movements smoothly (skipping, balancing on beams, hopping from one place to another). HPD-4q",developmental_indicator,1.4.5.2,
page_46.png,,"Move quickly through the environment and be able to stop (run fast, pedal fast). HPD-4r",developmental_indicator,1.4.5.3,
page_46.png,,Show awareness of own body in relation to other people and objects while moving through space. HPD-4s,developmental_indicator,1.4.5.4,
page_47.png,Goal HPD-5,Children develop small muscle control and hand-eye coordination to manipulate objects and work with tools.,goal,1.5,
page_47.png,HPD-5a,"Use both hands to swipe at, reach for, grasp, hold, shake, and release objects. HPD-5a",developmental_indicator,1.5.1.1,
page_47.png,HPD-5b,Transfer objects from one hand to the other. HPD-5b,developmental_indicator,1.5.1.2,
page_47.png,HPD-5c,Use a pincer grasp to pick up an object with finger and thumb. HPD-5c,developmental_indicator,1.5.1.3,
page_47.png,HPD-5d,"Use hands to manipulate objects (stack two or three large blocks, pick up or roll a ball). HPD-5d",developmental_indicator,1.5.2.1,
page_47.png,HPD-5e,"Use hands and eyes together (put together and take apart toys, feed themselves finger foods, fill containers). HPD-5e",developmental_indicator,1.5.2.2,
page_47.png,HPD-5f,"Use simple tools (spoon for feeding, hammer with pegs, crayon for scribbling). HPD-5f",developmental_indicator,1.5.2.3,
page_47.png,HPD-5g,"Use more complex, refined hand movements (stack a few small blocks, try to draw, turn pages one at a time). HPD-5g",developmental_indicator,1.5.3.1,
page_47.png,HPD-5h,"Use hands and eyes together with a moderate degree of control (complete puzzles, thread beads with large holes, use shape sorters). HPD-5h",developmental_indicator,1.5.3.2,
page_47.png,HPD-5i,"Use tools that require finger and hand control (large paintbrush, measuring cups, switches, shovel). HPD-5i",developmental_indicator,1.5.3.3,
page_47.png,HPD-5j,"Draw simple shapes and figures (square for block, circles). HPD-5j",developmental_indicator,1.5.4.1,
page_47.png,HPD-5k,"Engage in activities that require hand-eye coordination (build with manipulatives, mold Play-Doh®, work puzzles with smaller pieces). HPD-5k",developmental_indicator,1.5.4.2,
page_47.png,HPD-5l,"Use tools that require strength, control, and dexterity of small muscles (forks, crayons, markers, safety scissors, adapted tools). HPD-5l",developmental_indicator,1.5.4.3,
page_47.png,HPD-5m,"Draw and write smaller figures with more detail (faces with features, letters, or letter-like forms). HPD-5m",developmental_indicator,1.5.5.1,
page_47.png,HPD-5n,"Engage in complex hand-eye coordination activities with a moderate degree of precision and control (fasten clothing, cut shapes, put together small pieces). HPD-5n",developmental_indicator,1.5.5.2,
page_47.png,HPD-5o,"Use tools that require strength and dexterity of small muscles with a moderate degree of control (spray bottle, hole puncher). HPD-5o",developmental_indicator,1.5.5.3,
page_5.png,Goal APL-3,Children engage in increasingly complex play.,goal,1.3,
page_5.png,APL-3a,"Show interest in other children playing (watch, turn toward). APL-3a",developmental_indicator,1.3.1.1,
page_5.png,APL-3b,"Imitate sounds, facial expressions, or gestures (cover face with hands, hands up for so big""). APL-3b""",developmental_indicator,1.3.1.2,
page_5.png,APL-3c,"Play with simple objects, using them to make sounds and other interesting results. APL-3c",developmental_indicator,1.3.1.3,
page_5.png,APL-3d,"Begin to participate in give-and-take exchanges of sounds and gestures (serve and return""). APL-3d""",developmental_indicator,1.3.1.4,
page_5.png,APL-3e,"Play alongside other children, sometimes imitating their actions. APL-3e",developmental_indicator,1.3.2.1,
page_5.png,APL-3f,"Imitate adult actions with objects, first with real objects and then with objects that are used to represent another object (talk on phone, feed doll, use a chair as pretend car). APL-3f",developmental_indicator,1.3.2.2,
page_5.png,APL-3g,"Take turns in simple games (pat-a-cake, peek-a-boo). APL-3g",developmental_indicator,1.3.2.3,
page_5.png,APL-3h,Offer toys and objects to others. APL-3h,developmental_indicator,1.3.2.4,
page_5.png,APL-3i,Try to involve other children in play. APL-3i,developmental_indicator,1.3.3.1,
page_5.png,APL-3j,"Make believe, pretend, and act out familiar life scenes, sometimes using objects to represent something else (a shoe becomes a phone). APL-3j",developmental_indicator,1.3.3.2,
page_5.png,APL-3k,Play with others with a common purpose (play a chase game). APL-3k,developmental_indicator,1.3.3.3,
page_5.png,APL-3n,Talk to peers and share materials during play. APL-3n,developmental_indicator,1.3.4.1,
page_5.png,APL-3o,Engage in make-believe play with imaginary objects. APL-3o,developmental_indicator,1.3.4.2,
page_5.png,APL-3p,Use language to begin and carry on play with others. APL-3p,developmental_indicator,1.3.4.3,
page_5.png,APL-3q,"Express knowledge of their everyday lives and culture through play (uses chopsticks to eat, pretends to fix hair the way his/her family styles hair). APL-3q",developmental_indicator,1.3.4.4,
page_5.png,APL-3r,Develop and sustain more complex pretend play themes in cooperation with peers. APL-3r,developmental_indicator,1.3.5.1,
page_5.png,APL-3s,Use more complex and varied language to share ideas and influence others during play. APL-3s,developmental_indicator,1.3.5.2,
page_5.png,APL-3t,"Choose to use new knowledge and skills during play (add features to dramatic play scene related to class project, write list, build structure like displayed picture). APL-3t",developmental_indicator,1.3.5.3,
page_51.png,,Self-Care,domain,1,
page_51.png,Goal HPD-6,Children develop awareness of their needs and the ability to communicate their needs.,goal,1.1,
page_51.png,HPD-6a,Use different sounds to let caregivers know they need attention. HPD-6a,developmental_indicator,1.1.1.1,
page_51.png,HPD-6b,"Begin to soothe themselves (suck thumb, find pacifier, reach for a security object). HPD-6b",developmental_indicator,1.1.1.2,
page_51.png,HPD-6c,"Use gestures, words, or sign language to communicate what they need. HPD-6c",developmental_indicator,1.1.2.1,
page_51.png,HPD-6d,"Use objects and follow routines that are comforting (get their blanket and lie down where they usually sleep, pick out favorite book to be read before lunch). HPD-6d",developmental_indicator,1.1.2.2,
page_51.png,HPD-6e,"Use words or sign language to ask for the things they need (food when hungry, drink when thirsty, go outdoors when they need to be physically active). HPD-6e",developmental_indicator,1.1.3.1,
page_51.png,HPD-6f,"Soothe themselves when needed (find a quiet area for alone time, look at book before nap). HPD-6f",developmental_indicator,1.1.3.2,
page_51.png,HPD-6g,"Use words or sign language to ask for the things they need (food when hungry, drink when thirsty, go outdoors when they need to be physically active). HPD-6g",developmental_indicator,1.1.4.1,
page_51.png,HPD-6h,"Use different strategies to calm themselves when needed (self-talk, deep breathing, cozy corner). HPD-6h",developmental_indicator,1.1.4.2,
page_51.png,HPD-6i,Use language to ask adults or peers specifically for the kind of help needed in a particular situation. HPD-6i,developmental_indicator,1.1.5.1,
page_51.png,HPD-6j,Consistently use strategies to calm themselves when needed. HPD-6j,developmental_indicator,1.1.5.2,
page_52.png,Goal HPD-7,Children develop independence in caring for themselves and their environment.,goal,1.1,
page_52.png,HPD-7a,"Tolerate care routines (mouth care, hand-washing, diapering, dressing, and bathing). HPD-7a",developmental_indicator,1.1.1.1,
page_52.png,HPD-7b,"Show interest and assist in routines (open mouth for milk or spoon, raise arms for dressing). HPD-7b",developmental_indicator,1.1.1.2,
page_52.png,HPD-7c,"Cooperate and help with care routines and clean up (mouth care, hand-washing, diapering, dressing, bathing). HPD-7c",developmental_indicator,1.1.2.1,
page_52.png,HPD-7d,Drink from a cup and feed themselves with their fingers or a spoon. HPD-7d,developmental_indicator,1.1.2.2,
page_52.png,HPD-7e,"Use adaptive equipment, ask for help with positioning and movement, and/or participate in medical care routines as needed. HPD-7e",developmental_indicator,1.1.3.1,
page_52.png,HPD-7f,"Initiate self-care routines and complete with guidance (put on some clothes, undress, throw away paper towel, begin to show an interest in toileting). HPD-7f",developmental_indicator,1.1.3.2,
page_52.png,HPD-7g,Feed themselves with a spoon. HPD-7g,developmental_indicator,1.1.3.3,
page_52.png,HPD-7h,Help with meal and snack routines. HPD-7h,developmental_indicator,1.1.3.4,
page_52.png,HPD-7i,"Take care of objects (put toys away, handle materials carefully, water plants or garden). HPD-7i",developmental_indicator,1.1.3.5,
page_52.png,HPD-7j,"Use adaptive equipment, ask for help with positioning and movement, and/or participate in medical care routines as needed. HPD-7j",developmental_indicator,1.1.4.1,
page_52.png,HPD-7k,Dress and undress themselves with occasional assistance. HPD-7k,developmental_indicator,1.1.4.2,
page_52.png,HPD-7l,"Follow basic hygiene practices with reminders (brush teeth, wash hands, use toilet, cough into elbow). HPD-7l",developmental_indicator,1.1.4.3,
page_52.png,HPD-7m,Serve food for themselves. HPD-7m,developmental_indicator,1.1.4.4,
page_52.png,HPD-7n,"Help with routine care of the indoor and outdoor learning environment (recycle, care for garden). HPD-7n",developmental_indicator,1.1.4.5,
