Item Type,Sequence,Full Statement,Standard Sequence,Standard Label,Mokken Score
Developmental Progression,2.2.3.3.1,Seeks help from adults to resolve disagreements,2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.2.3.4.1,Initiates problem-solving strategies with peers,2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.2.3.5.1,"Begins to recognize and describe basic social problems in classroom experiences, or in books or pictures.",2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.2.3.5.2,Suggests simple solutions to resolve conflicts with adult support.,2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.2.3.6.1,"Uses basic strategies for dealing with common conflicts, such as sharing, taking turns, and compromising.",2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.2.3.6.2,Demonstrates problem-solving and critical thinking during play with peers.,2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.2.3.6.3,"Recognizes and describes basic social problems in classroom experiences, or in books or pictures.",2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.2.3.6.4,"Suggests simple solutions to resolve conflicts, with or without adult support.",2.2.3,Participates in cooperative and shared play experiences.,
Developmental Progression,2.3.1.1.1,Shows distinct emotions like happiness and sadness,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.2.1,Uses gestures to communicate needs or frustrations,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.3.1,Names simple emotions with support,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.4.1,Identifies emotions in self and peers,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.5.1,Recognizes and names a broad range of emotions in self.,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.6.1,Demonstrates appropriate emotional responses.,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.6.2,Recognizes and names a broad range of emotions in self and others.,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.6.3,Recognizes and names basic emotions in books or photographs.,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.1.6.4,Uses verbal and nonverbal communication to express emotions,2.3.1,Expresses and navigates a range of emotions.,
Developmental Progression,2.3.2.1.1,Watches a crying peer with interest,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.2.1,Pats another child who is crying,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.3.1,Attempts to comfort peers using words or actions,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.4.1,Shares or helps peers in distress,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.5.1,Notices feelings of others.,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.5.2,Seeks out adult help for peers who are distressed or upset.,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.6.1,Demonstrates empathy to emotions and feelings of others.,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.6.2,Offers support to adults or other children who are distressed.,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.2.6.3,Notices feelings of others.,2.3.2,"Shows care, empathy, and concern for others.",
Developmental Progression,2.3.3.1.1,Self-soothes by finger-sucking or holding an object,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.2.1,Uses a comfort object when stressed,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.3.1,Manages small frustrations without adult intervention,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.4.1,"Begins using calming strategies, such as deep breathing",2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.5.1,Seeks adult support to manage more intense emotions.,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.5.2,Manages less intense emotions independently.,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.6.1,Connects feelings with behaviors.,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.6.2,Exhibits ability to regulate emotions without support.,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.6.3,Expresses feelings in ways that are appropriate to the situation.,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.6.4,Looks for adult assistance when feelings are most intense.,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.3.3.6.5,Uses a range of coping strategies to manage emotions with the support of an adult.,2.3.3,Manages emotions with increasing independence.,
Developmental Progression,2.4.1.1.1,Looks at own reflection in a mirror,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.2.1,Points to self in pictures or videos,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.3.1,Recognizes self by name and characteristics,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.4.1,Talks about self and family in relation to others,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.5.1,Describes own physical characteristics and behaviors.,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.5.2,Indicates likes and dislikes when asked.,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.6.1,Understands others think differently than self,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.6.2,Recognizes and respects differences in perspectives and opinions of others.,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.6.3,"Exhibits knowledge of uniqueness of self, inlcuding talents, interests, preferences, or culture.",2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.1.6.4,Describes self using several different characteristics.,2.4.1,Recognizes individuality and personal uniqueness.,
Developmental Progression,2.4.2.1.1,Smiles when praised for actions,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.2.1,Claps for accomplishments with adult modeling,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.3.1,"Tries new activities, like climbing stairs",2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.4.1,Shows pride in completed tasks,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.5.1,Shares positive feelings about self independently or when prompted by an adult.,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.5.2,Expresses pride in personal progress and accomplishments.,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.5.3,Identifies personal strengths and achievements.,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.6.1,Shows satisfaction or seeks acknowledgment when completing a task or solving a problem.,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.6.2,Exhibits confidence in own abilities and skills.,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.6.3,"Shows positive thinking and self-appreciation with ""I-can"" statements.",2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.2.6.4,Expresses own ideas or beliefs in group contexts or in interactions with others.,2.4.2,Displays confidence in skills and abilities.,
Developmental Progression,2.4.3.1.1,Responds to family members’ voices with excitement,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.2.1,Points to family members in photos,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.3.1,Refers to family members by name,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.4.1,Participates in family or community rituals,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.5.1,Relates personal stories about being a part of different groups.,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.5.2,"Identifies self as being a part of different groups, such as family, community, culture, faith, or school.",2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.6.1,Assumes role as classroom member.,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.6.2,"Identifies self as being a part of different groups, such as family, community, culture, faith, or school.",2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.6.3,Relates personal stories about being a part of different groups.,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,2.4.3.6.4,Identifies similarities and differences about self across familiar environments and settings.,2.4.3,Develops a sense of belonging within a group.,
Developmental Progression,3.1.1.1.1,Turns head toward familiar voices,3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.1.2,"Exchanges facial expressions and language sounds with familiar adults or by changing focus, making eye contact, or looking at people or objects during these interactions.",3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.2.1,Follows simple verbal instructions,3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.2.2,"Shows understanding of the meaning of familiar caregivers’ verbal and non-verbal communication and responds with facial expressions, gestures, words or actions, such as looking at people or objects being referred to.",3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.3.1,"Demonstrates joint attention with adults by showing interest, understanding, or enjoyment when participating in language activities, such as fingerplays or stories.",3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.3.2,"Shows recognition of words, phrases, and simple sentences.",3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.4.1,Responds to multi-step instructions,3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.4.2,Demonstrates interest and understanding when participating in activities or games.,3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.6.1, Uses verbal and non-verbal signals appropriately to acknowledge the comments or questions of others.,3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.1.6.3," Shows ongoing connection to a conversation, group discussion, or presentation.",3.1.1,Attends to and begins understanding spoken language.,
Developmental Progression,3.1.2.1.1,Responds with coos when spoken to,3.1.2,Develops vocabulary and uses increasingly complex sentences.,
Developmental Progression,3.1.2.2.1,Babbles using varied tones and patterns,3.1.2,Develops vocabulary and uses increasingly complex sentences.,
Developmental Progression,3.1.2.3.1,Uses simple sentences during play,3.1.2,Develops vocabulary and uses increasingly complex sentences.,
Developmental Progression,3.1.2.4.1,Speaks in short but complete sentences,3.1.2,Develops vocabulary and uses increasingly complex sentences.,
Developmental Progression,3.1.2.6.7, Shows an understanding of talk related to the past or future.,3.1.2,Develops vocabulary and uses increasingly complex sentences.,
Developmental Progression,3.2.1.1.1,Cries to indicate needs like hunger or comfort,3.2.1,Engages in and understands conversational practices.,
Developmental Progression,3.2.1.2.1,Uses basic sounds to indicate needs,3.2.1,Engages in and understands conversational practices.,
Developmental Progression,3.2.1.3.1,Names objects to communicate needs,3.2.1,Engages in and understands conversational practices.,
Developmental Progression,3.2.1.4.1,Combines words to explain needs,3.2.1,Engages in and understands conversational practices.,
Developmental Progression,3.2.1.6.4," Uses language, spoken or sign, to clarify a word or statement when misunderstood.",3.2.1,Engages in and understands conversational practices.,
Developmental Progression,3.2.2.1.1,Coos and babbles during playtime,3.2.2,"Communicates needs, wants, and feelings effectively.",
Developmental Progression,3.2.2.1.2,"Explores sounds common in many languages, such as “ma-ma” or “ba-ba.”",3.2.2,"Communicates needs, wants, and feelings effectively.",
Developmental Progression,3.2.2.2.1,Practices turn-taking during conversations,3.2.2,"Communicates needs, wants, and feelings effectively.",
Developmental Progression,3.2.2.2.2,"Uses a variety of ways (e.g., babbling, gestures, change in intonation) to communicate interests, needs and wants, such as saying or signing for “More” when eating.",3.2.2,"Communicates needs, wants, and feelings effectively.",
Developmental Progression,3.2.2.3.3,Takes turns babbling with caregivers,3.2.2,"Communicates needs, wants, and feelings effectively.",
Developmental Progression,3.2.2.4.1,Engages in group discussions with peers,3.2.2,"Communicates needs, wants, and feelings effectively.",
Developmental Progression,3.2.3.1.1,Gestures toward objects when asked,3.2.3,Understands and responds to different types of questions.,
Developmental Progression,3.2.3.2.1,Points to answer basic questions,3.2.3,Understands and responds to different types of questions.,
Developmental Progression,3.2.3.3.1,Answers simple questions like 'Where's the ball?',3.2.3,Understands and responds to different types of questions.,
Developmental Progression,3.2.3.4.1,Expands on answers to questions,3.2.3,Understands and responds to different types of questions.,
Developmental Progression,3.2.3.6.4,Uses grammatical rules when speaking.,3.2.3,Understands and responds to different types of questions.,
Developmental Progression,3.3.1.3.1,Uses and increasing number of words in communication and conversation with others and ads new vocabulary words regularly.,3.3.1,Child understands and uses a wide variety of words for a variety of purposes,
Developmental Progression,3.3.1.4.1,Shows understanding of the meaning of common words used in daily activities and attends to new words used in conversations with others.,3.3.1,Child understands and uses a wide variety of words for a variety of purposes,
Developmental Progression,3.3.1.4.2,Asks questions about the meaning of new words.,3.3.1,Child understands and uses a wide variety of words for a variety of purposes,
Developmental Progression,3.3.1.6.4, Shows recognition of and/or familiarity with key domain-specific words heard during reading or discussions.,3.3.1,Child understands and uses a wide variety of words for a variety of purposes,
Developmental Progression,3.3.1.6.5," With support, forms guesses about the meaning of new words from context clues.",3.3.1,Child understands and uses a wide variety of words for a variety of purposes,
Developmental Progression,3.3.1.6.6,Forms guesses about the meaning of new words from context clues.,3.3.1,Child understands and uses a wide variety of words for a variety of purposes,
Developmental Progression,3.3.2.1.1,"Uses known words in the correct context and shows an emerging understanding of how words are related to broader categories, such as sorting things by color.",3.3.2,Child shows understanding of word categories and relationships among words,
Developmental Progression,3.3.2.2.1,"Demonstrates an increasingly sophisticated understanding of words and word categories, such as listing multiple examples of a familiar category or providing a synonym/antonym.",3.3.2,Child shows understanding of word categories and relationships among words,
Developmental Progression,3.3.2.3.1," Categorizes words or objects, such as sorting a hard hat, machines, and tools into the construction group, or giving many examples of farm animals.",3.3.2,Child shows understanding of word categories and relationships among words,
Developmental Progression,3.3.2.3.2,"Demonstrates an increasingly sophisticated understanding of words and word categories with support, such as listing multiple examples of a familiar category or identifying a synonym or antonym.",3.3.2,Child shows understanding of word categories and relationships among words,
Developmental Progression,3.3.2.3.3," Identifies shared characteristics among people, places, things, or actions, such as identifying that both cats and dogs are furry and have four legs.",3.3.2,Child shows understanding of word categories and relationships among words,
Developmental Progression,3.4.1.2.1,Recognizes and matches simple rhyming patterns,3.4.1,"Demonstrates awareness of sounds, syllables, and rhymes.",
Developmental Progression,3.4.1.2.2,Attempts to repeat or imitate words of culturally and linguistically familiar rhymes and repetitive refrains in stories or songs.,3.4.1,"Demonstrates awareness of sounds, syllables, and rhymes.",
Developmental Progression,3.4.1.3.1,Identifies rhymes in short verses,3.4.1,"Demonstrates awareness of sounds, syllables, and rhymes.",
Developmental Progression,3.4.1.4.1,"Follows along or repeats parts of nursery rhymes or simple, culturally relevant songs when listening to them (e.g., says the number words and mimics the actions in One, Two Buckle My Shoe.",3.4.1,"Demonstrates awareness of sounds, syllables, and rhymes.",
Developmental Progression,3.5.1.1.1,Touches and looks at images in books,3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.1.2,"Explores a book by touching it, patting it, or putting it in mouth.",3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.2.1,Selects books to explore with caregivers,3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.2.2,"Turns pages in board books, recognizes familiar pictures.",3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.3.1,Brings books to adults to read together,3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.3.2,Pretends to read books by turning pages and talking about or using signs to describe what is happening in the book.,3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.3.3,"Shows increasing interest in written forms of language, such as print in books or signs on buildings.",3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.4.1,Chooses books based on interests,3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.4.2,"Holds book, turns pages, and pretends to read.",3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.1.4.3,Asks to have several favorite books read over and over.,3.5.1,Demonstrates an understanding of functions of print and conventions of print.,
Developmental Progression,3.5.2.1.1,Repeats simple sounds during interactions,3.5.2,Child identifies letters of the alphabet,
Developmental Progression,3.5.2.2.1,Imitates words heard during book reading,3.5.2,Child identifies letters of the alphabet,
Developmental Progression,3.5.2.3.1,"Recognizes and uses some letters or numbers, such as letters in one’s name and shows interest in letters.",3.5.2,Child identifies letters of the alphabet,
Developmental Progression,3.5.2.4.1,Recognizes letters in books or on signs,3.5.2,Child identifies letters of the alphabet,
Developmental Progression,3.6.1.1.1,"Talks about books, acts out events from stories, and uses some vocabulary encountered during book reading.",3.6.1,Child demonstrates an understanding of narrative structure through storytelling/re-telling,
Developmental Progression,3.6.1.2.1,"Begins to connect personal experiences to the book (e.g., ""I have a dog like that!"").",3.6.1,Child demonstrates an understanding of narrative structure through storytelling/re-telling,
Developmental Progression,3.6.1.3.2,Identifies main events and characters in a narrative'.,3.6.1,Child demonstrates an understanding of narrative structure through storytelling/re-telling,
Developmental Progression,3.6.2.1.1,Makes cooing or babbling sounds in response to the reader's tone,3.6.2,Asks and answers questions about read-aloud books.,
Developmental Progression,3.6.2.1.2,Looks at picture books and listens to an adult talk about the pictures in a book.,3.6.2,Asks and answers questions about read-aloud books.,
Developmental Progression,3.6.2.2.1,"Points to pictures in the book when prompted (e.g., ""Where's the cat?"").",3.6.2,Asks and answers questions about read-aloud books.,
Developmental Progression,3.6.2.3.1,"Points to objects or characters in response to ""Where"" or ""Who"" questions.",3.6.2,Asks and answers questions about read-aloud books.,
Developmental Progression,3.6.2.4.1,Asks or answers questions about what is happening in a book or story.,3.6.2,Asks and answers questions about read-aloud books.,
Developmental Progression,3.6.2.4.2,Uses pictures as a guide to talk about a story that has been read.,3.6.2,Asks and answers questions about read-aloud books.,
Developmental Progression,3.6.2.4.3,Identifies feelings of characters in a book or story.,3.6.2,Asks and answers questions about read-aloud books.,
Developmental Progression,3.7.1.1.1,Grasps crayons or markers to make marks,3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.1.2,Begin to make unintentional marks when given a crayon or tool.,3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.2.1,"Scribble with crayons, markers, or fingers.",3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.3.1,"Draws simple lines, circles, or scribbles to imitate writing.",3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.4.1,"Copies or draws lines, shapes, and some simple letters (e.g., their initials).",3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.4.2,"Associates marks with specific ideas, like labeling drawings with scribbles.",3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.5.1,"Create shapes, letters and pictures with a variety of writing tools.",3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.5.2,Child can differentiate and apply various types of marks to convey different meanings or purposes.',3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.5.3," Engages in writing activities that consist largely of drawing and scribbling. Begins to convey meaning. With modeling and support, writes some letter-like forms and letters.",3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.5.4,"Progressively uses drawing, scribbling, letter-like forms, and letters to intentionally convey meaning.",3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.5.5,Child develops the ability to produce increasingly complex and detailed markings representing greater command of written language.',3.7.1,Writes for different purposes with increasing complexity.,
Developmental Progression,3.7.1.6.7, Creates a variety of written products that may or may not phonetically relate to intended messages.,3.7.1.6.4,Celebrates class-made and individual writing projects,
Developmental Progression,3.7.1.6.11, Shows an interest in copying simple words posted in the classroom.,3.7.1.6.4,Celebrates class-made and individual writing projects,
Developmental Progression,3.7.1.6.12," Attempts to independently write some words using invented spelling, such as K for kite.",3.7.1.6.4,Celebrates class-made and individual writing projects,
Developmental Progression,3.7.1.6.13, Writes first name correctly or close to correctly.,3.7.1.6.4,Celebrates class-made and individual writing projects,
Developmental Progression,3.7.1.6.14," Writes (draws, illustrates) for a variety of purposes and demonstrates evidence of many aspects of print conventions, such as creating a book that moves left to right.",3.7.1.6.4,Celebrates class-made and individual writing projects,
Developmental Progression,3.7.1.6.15,"With support, may use invented spelling consisting of salient or beginning sounds, such as L for elevator or B for bug.",3.7.1.6.4,Celebrates class-made and individual writing projects,
Developmental Progression,3.8.1.1.1.1,Focuses on tones and pitches of voices,3.8.1.1,Shows awareness and appreciation of diverse languages and cultures.,
Developmental Progression,3.8.1.1.2.1,Observes others speaking in a different language,3.8.1.1,Shows awareness and appreciation of diverse languages and cultures.,
Developmental Progression,3.8.1.1.3.1,Says words in different languages when guided,3.8.1.1,Shows awareness and appreciation of diverse languages and cultures.,
Developmental Progression,3.8.1.1.4.1,Learns phrases from other languages,3.8.1.1,Shows awareness and appreciation of diverse languages and cultures.,
Developmental Progression,4.1.1.1.1,"Notices differences in the number of objects (e.g., one versus many).",4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.2.1,"Points to objects or shows interest in grouping items (e.g., stacking rings).",4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.3.1,"Begins using number words during play (e.g., “one, two”).",4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.4.1,Counts objects up to three with guidance.,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.5.1,Says or signs more number words in sequence.,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.5.2,"Says or signs some number words in sequence (up to 10), starting with one. Understands that counting words are separate words, such as ""one,"" ""two,"" ""three"" versus ""onetwothree"".",4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.1,Begins to write numerals,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.2,Identifies quantity to 5 without counting,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.3,Uses ordinal terms,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.4,Recognizes and names numerals 0-10.,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.5,Recognize that zero represents the count of no objects.,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.6,Know counting sequence is constant,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.7,Counts verbally or signs to at least 20 by ones.,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.8,Rote counts to 10,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.1.6.9,Rote counts to 30,4.1.1,Explores understanding of numbers and counting.,
Developmental Progression,4.1.2.1.1,"Explores objects by grasping and mouthing, noticing differences in size.",4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.2.1,"Stacks or nests objects, such as cups or blocks.",4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.3.1,Identifies “big” and “small” with prompts; begins to fill and empty containers.,4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.4.1,"Uses terms like “on,” “under,” and “in” to describe object placement.",4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.5.1,"Develops an understanding of what whole numbers mean. Begins to recognize the number of small objects in groups without counting (referred to as ""subitizing"").",4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.5.2,"Quickly recognizes the number of objects in a small set (referred to as ""subitizing"").",4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.5.3,Child can visually identify and name numbers 1-5 without counting.,4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.6.1,"Instantly recognizes, without counting, small quantities of up to 5 objects and says or signs the number.",4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.2.6.2,Separates items up to 10 into equal groups,4.1.2,Child recognizes the number of objects in a small set (subitizing),
Developmental Progression,4.1.3.1.1,"Reacts to repetitive sounds or movements, such as clapping.",4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.2.1,"Imitates simple patterns in actions, such as banging two objects together.",4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.3.1,Matches similar objects or colors to form simple sequences.,4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.4.1,"Recognizes AB patterns (e.g., red-blue-red-blue).",4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.5.1,Begins to coordinate verbal counting with objects by pointing to or moving objects for small groups of objects laid in a line (referred to as one-to-one correspondence).,4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.5.2,Child can match numbers with corresponding quantities,4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.5.3,"Begins to understand that the last number represents how many objects are in a group (referred to as ""cardinality"").",4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.6.1,Count up to 5 items in a scattered configuration; not in a row or column.,4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.6.2,"When counting objects, says or signs the number names in order, pairing one number word that corresponds with one object, up to at least 10.",4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.6.3,Child begins to understand that numbers 0-10 can be composed and decomposed in various ways to represent a quantity.,4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.3.6.4,Understands that the last number said represents the number of objects in a set.,4.1.3,Demonstrates awareness between numbers and quantities.,
Developmental Progression,4.1.4.1.1,"Explores objects by mouthing, grasping, or banging, noticing different weights or textures.",4.1.4,Child compares numbers,
Developmental Progression,4.1.4.2.1,Compares sizes by choosing larger or smaller objects.,4.1.4,Child compares numbers,
Developmental Progression,4.1.4.3.1,Sorts objects by size or weight with guidance.,4.1.4,Child compares numbers,
Developmental Progression,4.1.4.4.1,"Identifies objects as “big” or “small,” “heavy” or “light.”",4.1.4,Child compares numbers,
Developmental Progression,4.1.4.5.1,"Begins to accurately count and compare objects that are about the same size and are in small groups with adult assistance, such as counts a pile of 2 blocks and a pile of 4, and determines whether the piles have the same or different numbers of blocks. Identifies the first and second objects in a sequence.",4.1.4,Child compares numbers,
Developmental Progression,4.1.4.5.2,"Counts to determine and compare number amounts even when the larger group's objects are smaller in size, such as buttons, compared with the smaller group's objects that are larger in size, such as markers. Uses numbers related to order or position.",4.1.4,Child compares numbers,
Developmental Progression,4.1.4.6.1,"Identifies whether the number of objects in one group is more than, less than, or the same as objects in another group for up to at least five objects.",4.1.4,Child compares numbers,
Developmental Progression,4.1.4.6.2,Identifies and uses numbers related to order or position from first to tenth.,4.1.4,Child compares numbers,
Developmental Progression,4.1.4.6.3,Compare two sets of 1-5 objects using comparative language such as same more or fewer.,4.1.4,Child compares numbers,
Developmental Progression,4.1.5.1.1,"Notices different quantities (e.g., one toy versus many).",4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.2.1,"Groups objects during play, such as stacking blocks or sorting rings",4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.3.1,"Points to objects while attempting to count (e.g., “one, two”).",4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.4.1,"Begins recognizing numerals (e.g., points to the “3” when prompted).",4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.5.1,Understands that a written numeral represents a quantity and may draw objects or use informal symbols to represent numbers.,4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.5.2,"Understands that written numbers represent quantities of objects, and uses information symbols, such as a tally, to represent numerals. With adult support, writes some numerals up to 10.",4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.6.1,Associates a number of objects with a written numeral 0–5.,4.1.5,Connects numbers to quantities and experiments with writing numbers.,
Developmental Progression,4.1.5.6.2,Uses objects/pictures to add up to 5 objects,4.1.5,Connects numbers to quantities and experiments with writing numbers.,
