Identifier,URI,Item Type,Sequence,Human Code,Full Statement,Abbreviated Statement,Notes,Supp. Info,Ed. Level,Language,Src. Item ID,# Parents,# Children,Imp. Start Date,Retirement Date,Last Modified
32123e1d-1513-43eb-9662-b99d5001dede,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/32123e1d-1513-43eb-9662-b99d5001dede,Developmental Progression,2.1.2.5.2,SE.2.E.2,Initiates conversation with familiart adults by asking questions or sharing information.,,,,,en,,1,0,,,2025-01-31T19:34:29+00:00
a569f2b2-fc90-43a2-982c-fb7c6ce7f068,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/a569f2b2-fc90-43a2-982c-fb7c6ce7f068,Developmental Progression,2.1.2.5.3,SE.2.E.3,"Resolves uncooperative behavior with familiar adults, such as saying ""No"" to requeststs.",,,,,en,,1,0,,,2025-01-31T19:34:34+00:00
0e21d7f2-fc1e-48f7-b195-7efc37218697,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/0e21d7f2-fc1e-48f7-b195-7efc37218697,Developmental Progression,2.1.2.5.4,SE.2.E.4,Responds to adult requests and directions that may include assistance or prompting.,,,,,en,,1,0,,,2025-01-31T19:34:42+00:00
3cc84f0f-03b0-4976-adb5-b78efc294106,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.1.2.6,SE.2.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,4,,,2025-01-31T19:34:52+00:00
f1976c51-1ca7-4502-b640-ca683711bdf6,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/f1976c51-1ca7-4502-b640-ca683711bdf6,Developmental Progression,2.1.2.6.1,SE.2.F.1,Behaves cooperatively with adults.,,,,PK,en,,1,0,,,2025-01-31T19:34:57+00:00
2081b9e3-4ae5-4627-9897-9b484060ee4f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2081b9e3-4ae5-4627-9897-9b484060ee4f,Developmental Progression,2.1.2.6.2,SE.2.F.2,Participates in adult-led activities.,,,,PK,en,,1,0,,,2025-01-31T19:35:09+00:00
a4635e98-563e-4d7f-b38b-963eb4f8941b,https://satchelcommons.com/ims/case/v1p0/CFItems/a4635e98-563e-4d7f-b38b-963eb4f8941b,Developmental Progression,2.1.2.6.3,SE.2.F.3,"Engages in prosocial behaviors with adults, such as using respectful language or greetings.",,,,PK,en,,1,0,,,2025-01-31T19:35:07+00:00
2c762b3d-1338-4bc1-89c1-dd784de5131f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/2c762b3d-1338-4bc1-89c1-dd784de5131f,Developmental Progression,2.1.2.6.4,SE.2.F.4,Follows adult guidelines and expectations for appropriate behavior.,,,,PK,en,,1,0,,,2025-01-31T19:35:14+00:00
a75ffa73-0e6a-4c1e-a198-061de9645a76,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Cluster,2.2,,Relationships with Other Children,,,,,,,1,3,,,2025-02-04T05:41:42+00:00
5478fb65-fb11-4f5b-a6a1-cfcd8ccd2550,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/5478fb65-fb11-4f5b-a6a1-cfcd8ccd2550,Standard,2.2.1,SE.3,Interacts positively with peers in various settings.,,,,,,,1,6,,,2025-02-04T15:09:48+00:00
7583202f-734d-4fbf-a482-44c21cf95ff3,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.1.1,SE.3.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:36:27+00:00
61a61c46-95c7-4f07-bd85-21fef202e680,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.1.1.1,SE.3.1,Watches and tracks behavior of other infants,,,,,,,1,0,,,2025-01-31T19:36:33+00:00
8912c375-e602-4ff5-b3ec-66d9d36cfb45,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.1.2,SE.3.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:36:37+00:00
e0c44030-deef-461d-889d-02963649e310,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.1.2.1,SE.3.B.1,Looks back and forth between adult and toy while playing,,,,,,,1,0,,,2025-01-31T19:36:42+00:00
5b0494b2-7e88-41c8-975b-97912968784c,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.1.3,SE.3.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:36:46+00:00
93d81f17-86e5-476a-b107-8ea51bfeb6c1,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.1.3.1,SE.3.C.1,Plays side-by-side with others using similar toys,,,,,,,1,0,,,2025-01-31T19:36:50+00:00
a72b0d0e-580b-4fee-9149-5f28f154ddbf,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.1.4,SE.3.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:36:54+00:00
175a38e3-cedb-4beb-978c-66232698f3db,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.1.4.1,SE.3.D.1,Participates in simple group routines with peers,,,,,,,1,0,,,2025-01-31T19:36:59+00:00
01b31d17-8b70-46ee-87c7-c17d9d3dc05d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.1.5,SE.3.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:37:04+00:00
749858a7-a6aa-47a4-94c5-8ab07b0dcfad,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/749858a7-a6aa-47a4-94c5-8ab07b0dcfad,Developmental Progression,2.2.1.5.1,SE.3.E.1,"Sometimes engages in prosocial behaviors, such as sharing or taking turns or waiting to speak in conversations, with other children with or without prompting from an adult.",,,,,en,,1,0,,,2025-01-31T19:37:10+00:00
68b61914-a5c1-4d9b-93e6-7ea5c8602f5a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.1.6,SE.3.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,2,,,2025-01-31T19:37:15+00:00
27fd0bd3-1665-49db-97fc-dc23398d8665,https://satchelcommons.com/ims/case/v1p0/CFItems/27fd0bd3-1665-49db-97fc-dc23398d8665,Developmental Progression,2.2.1.6.1,SE.3.F.1,Sustains interactions with other children more often and for increasing periods of time.,,,,PK,en,,1,0,,,2025-01-31T19:37:20+00:00
4f47e304-a33d-4a49-ad93-4cfa5dd6199d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/4f47e304-a33d-4a49-ad93-4cfa5dd6199d,Developmental Progression,2.2.1.6.2,SE.3.F.2,Interacts with and develops friendships with a variety of peers.,,,,PK,en,,1,0,,,2025-01-31T19:37:26+00:00
dad68bf1-294a-403a-babd-72765c646762,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/dad68bf1-294a-403a-babd-72765c646762,Standard,2.2.2,SE.4,Participates in cooperative and shared play experiences.,,,,,,,1,6,,,2025-02-04T15:09:57+00:00
31285490-dad9-4ae8-ac36-d44e508dce0e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.2.1,SE.4.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:37:56+00:00
aba0184d-3b0e-4ede-8ae5-5d56e62260fb,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.2.1.1,SE.4.A.1,Shows interest in another child’s actions,,,,,,,1,0,,,2025-01-24T04:50:24+00:00
624c9171-ed91-4989-8185-e138b9c478ec,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.2.2,SE.4.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:37:52+00:00
1e71a8b9-41b1-426a-9a38-33feea8bd961,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.2.2.1,SE.4.B.1,"Reaches out to touch another child’s face, hair, or toy",,,,,,,1,0,,,2025-01-31T19:38:04+00:00
7f8cb394-51a9-4c81-b25c-3925f9de0fd9,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.2.3,,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2024-12-18T17:16:18+00:00
a8861e26-f5cc-4114-915d-3cc8814cd19c,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.2.3.1,,Engages in simple turn-taking games,,,,,,,1,0,,,2025-01-24T04:50:24+00:00
81cf3b3d-364b-4a7f-bb0b-8dfca41b9451,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.2.4,SE.4.C,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:38:08+00:00
0af0ed35-9473-4778-9a7d-0e80f56eba82,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.2.4.1,SE.4.C.1,Demonstrates sharing with minimal support,,,,,,,1,0,,,2025-01-31T19:38:13+00:00
8fa1f96a-888f-42ff-9f15-1a45e5cf5748,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.2.5,SE.4.D,Preschool (PS 36-48) Learning Outcome,,,,,,,1,2,,,2025-01-31T19:38:16+00:00
e3ebe49e-b66f-460a-a0b2-9184bc3240d0,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/e3ebe49e-b66f-460a-a0b2-9184bc3240d0,Developmental Progression,2.2.2.5.1,SE.4.D.1,Works with other children to solve problems or complete tasks during play.,,,,,,,1,0,,,2025-01-31T19:38:21+00:00
b62a6d60-dbd6-424b-a70a-947f802dc8f4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/b62a6d60-dbd6-424b-a70a-947f802dc8f4,Developmental Progression,2.2.2.5.2,SE.4.D.2,Engages with other children to plan and enact coordinated play for short periods of time.,,,,,en,,1,0,,,2025-01-31T19:38:26+00:00
d0a0cc65-5fe1-4582-b270-0cde6de4b36a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.2.6,SE.4.E,PreK (PK 48-60) Learning Outcome,,,,,,,1,5,,,2025-01-31T19:38:33+00:00
8358e895-2ffa-449c-99d3-73c4659c116a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/8358e895-2ffa-449c-99d3-73c4659c116a,Developmental Progression,2.2.2.6.1,SE.4.E.1,Respects personal boundaries and spaces during play interactions.,,,,PK,en,,1,0,,,2025-01-31T19:38:38+00:00
32b9131c-de84-4bc4-bcb3-aa665c56528c,https://satchelcommons.com/ims/case/v1p0/CFItems/32b9131c-de84-4bc4-bcb3-aa665c56528c,Developmental Progression,2.2.2.6.2,SE.4.E.2,"Engages in joint play, such as using coordinated goals, planning, roles, and games with rules, with at least one other child at a time.",,,,PK,en,,1,0,,,2025-01-31T19:38:45+00:00
f7d6576c-1d53-4e7e-8413-0db08306548f,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/f7d6576c-1d53-4e7e-8413-0db08306548f,Developmental Progression,2.2.2.6.3,SE.4.E.3,Exhibits social interaction skills in the context of group pretend play.,,,,PK,en,,1,0,,,2025-01-31T19:38:51+00:00
904b6fa6-d9df-481e-835e-98da2fc10a5c,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/904b6fa6-d9df-481e-835e-98da2fc10a5c,Developmental Progression,2.2.2.6.4,SE.4.E.4,Demonstrates willingness to include others' ideas during interactions and play.,,,,PK,en,,1,0,,,2025-01-31T19:38:56+00:00
777ec69f-59da-4a4d-81c6-e19225b21bcc,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/777ec69f-59da-4a4d-81c6-e19225b21bcc,Developmental Progression,2.2.2.6.5,SE.4.E.5,Engages in reflection and conversation about past play experiences.,,,,PK,en,,1,0,,,2025-01-31T19:39:01+00:00
5ca93cd8-a434-41bf-9668-7d6c13359e59,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/5ca93cd8-a434-41bf-9668-7d6c13359e59,Standard,2.2.3,SE.5,Participates in cooperative and shared play experiences.,,,,,,,1,6,,,2025-02-04T15:10:07+00:00
67d85094-de24-431c-b823-bf74293d9bfd,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.3.1,SE.5.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:39:10+00:00
e6152f56-9bb8-4fca-a585-9b6ea46d6d76,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.3.1.1,SE.5.A.1,Responds to help from adults during frustration,,,,,,,1,0,,,2025-01-31T19:39:14+00:00
4b772b2f-c263-4e33-a881-18a8bbb8dfc5,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.3.2,SE.5.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:39:20+00:00
5e7e4e8a-e159-4703-9621-ac02021d9a80,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.3.2.1,SE.5.B.1,Uses simple gestures to indicate wants or dislikes,,,,,,,1,0,,,2025-01-31T19:39:24+00:00
98b505a1-a97c-4a30-8757-a9529cb1a9ac,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.3.3,SE.5.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:39:30+00:00
a997db2b-1a6d-447c-a417-85c50fd9b63e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.3.3.1,SE.5.C.1,Seeks help from adults to resolve disagreements,,,,,,,1,0,,,2025-01-31T19:39:34+00:00
c79ed59d-ad18-4066-97b8-83b733ab0c48,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.3.4,SE.5.C.1,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T19:39:39+00:00
dc8c094f-af70-425c-8337-8adab90667db,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.2.3.4.1,SE.5.C.1,Initiates problem-solving strategies with peers,,,,,,,1,0,,,2025-01-31T19:39:43+00:00
7146c1c6-834e-44cc-8233-d0abc3c38b86,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.3.5,SE.5.D,Preschool (PS 36-48) Learning Outcome,,,,,,,1,2,,,2025-01-31T19:39:47+00:00
7aedea58-ec32-4f7e-9c3d-44c83963812a,https://satchelcommons.com/ims/case/v1p0/CFItems/7aedea58-ec32-4f7e-9c3d-44c83963812a,Developmental Progression,2.2.3.5.1,SE.5.D.1,"Begins to recognize and describe basic social problems in classroom experiences, or in books or pictures.",,,,PK,en,,1,0,,,2025-01-31T19:39:56+00:00
5cbc816a-766e-4291-8f56-a1f3983ebc2e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/5cbc816a-766e-4291-8f56-a1f3983ebc2e,Developmental Progression,2.2.3.5.2,SE.5.D.2,Suggests simple solutions to resolve conflicts with adult support.,,,,,en,,1,0,,,2025-01-31T19:40:00+00:00
65aebb1f-789f-4b25-b4b4-a96070d6907d,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.2.3.6,SE.5.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,4,,,2025-01-31T19:40:07+00:00
7a2a84d8-f481-4d77-8f59-dd08c28edb1e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/7a2a84d8-f481-4d77-8f59-dd08c28edb1e,Developmental Progression,2.2.3.6.1,SE.5.F.1,"Uses basic strategies for dealing with common conflicts, such as sharing, taking turns, and compromising.",,,,PK,en,,1,0,,,2025-01-31T19:40:12+00:00
a9268b6b-0e6c-45e3-88eb-d87569e5b450,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/a9268b6b-0e6c-45e3-88eb-d87569e5b450,Developmental Progression,2.2.3.6.2,SE.5.F.2,Demonstrates problem-solving and critical thinking during play with peers.,,,,PK,en,,1,0,,,2025-01-31T19:40:17+00:00
2c1ad0ad-9c07-400a-ac23-3a515b721276,https://satchelcommons.com/ims/case/v1p0/CFItems/2c1ad0ad-9c07-400a-ac23-3a515b721276,Developmental Progression,2.2.3.6.3,SE.5.F.3,"Recognizes and describes basic social problems in classroom experiences, or in books or pictures.",,,,PK,en,,1,0,,,2025-01-31T19:40:23+00:00
5d38cf41-fb08-4dd7-846f-da740df2a3a4,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/5d38cf41-fb08-4dd7-846f-da740df2a3a4,Developmental Progression,2.2.3.6.4,SE.5.F.4,"Suggests simple solutions to resolve conflicts, with or without adult support.",,,,PK,en,,1,0,,,2025-01-31T19:40:29+00:00
4e78cd8e-fd0c-4f74-97e3-791118adf4e9,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Cluster,2.3,,Emotional Functioning,,,,,,,1,3,,,2025-02-04T05:41:50+00:00
c54c1fbe-e9e6-4ee4-a200-ce6bd82c26e3,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/c54c1fbe-e9e6-4ee4-a200-ce6bd82c26e3,Standard,2.3.1,SE.6,Expresses and navigates a range of emotions.,,,,,,,1,6,,,2025-02-04T15:10:22+00:00
e0338939-9c25-4846-b064-520741f0b160,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.1.1,SE.6.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:57:25+00:00
d46d256c-4357-41a4-b9dd-78349b08a4de,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.1.1.1,SE.6.A.1,Shows distinct emotions like happiness and sadness,,,,,,,1,0,,,2025-01-31T20:57:33+00:00
6e535dd0-04af-4a32-8271-01230c889917,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.1.2,SE.6.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:57:37+00:00
42d33354-c29c-44ea-80b3-ae7ebde5524a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.1.2.1,SE.6.B.1,Uses gestures to communicate needs or frustrations,,,,,,,1,0,,,2025-01-31T20:57:51+00:00
884156f0-fa99-401a-b33e-e7d0c031632a,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.1.3,SE.6.C,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:57:56+00:00
d12566a6-3998-4931-bb85-104aa7ba0528,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.1.3.1,SE.6.C.1,Names simple emotions with support,,,,,,,1,0,,,2025-01-31T20:58:00+00:00
d54b6210-50a0-4e12-9d69-748d173f9d14,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.1.4,SE.6.D,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:58:04+00:00
558ddf4f-36ed-40da-85c0-33d6155e0906,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.1.4.1,SE.6.D.1,Identifies emotions in self and peers,,,,,,,1,0,,,2025-01-31T20:58:08+00:00
60f96229-6f4d-4940-b75e-d8a813fc03e2,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.1.5,SE.6E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:58:12+00:00
199aca85-bc8c-4638-b925-634051587c50,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/199aca85-bc8c-4638-b925-634051587c50,Developmental Progression,2.3.1.5.1,SE.6.E.1,Recognizes and names a broad range of emotions in self.,,,,,en,,1,0,,,2025-01-31T20:58:21+00:00
4c52ab6c-ebc8-46f8-899f-8410736629d2,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.1.6,SE.6.F,PreK (PK 48-60) Learning Outcome,,,,,,,1,4,,,2025-01-31T20:58:27+00:00
18f68bbe-edba-4c7b-92e6-ad8c21590a66,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/18f68bbe-edba-4c7b-92e6-ad8c21590a66,Developmental Progression,2.3.1.6.1,SE.6.F.1,Demonstrates appropriate emotional responses.,,,,PK,en,,1,0,,,2025-01-31T20:58:36+00:00
7e6b626d-3ca4-4b84-9785-a762f147301e,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/7e6b626d-3ca4-4b84-9785-a762f147301e,Developmental Progression,2.3.1.6.2,SE.6.F.2,Recognizes and names a broad range of emotions in self and others.,,,,PK,en,,1,0,,,2025-01-31T20:58:41+00:00
6353681f-3c15-4e45-a173-93abf8cb2e12,https://satchelcommons.com/ims/case/v1p0/CFItems/6353681f-3c15-4e45-a173-93abf8cb2e12,Developmental Progression,2.3.1.6.3,SE.6.F.3,Recognizes and names basic emotions in books or photographs.,,,,PK,en,,1,0,,,2025-01-31T20:58:47+00:00
cc2360a0-dfc6-4777-b1b5-ef0f5d038ad7,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/cc2360a0-dfc6-4777-b1b5-ef0f5d038ad7,Developmental Progression,2.3.1.6.4,SE.6.F.4,Uses verbal and nonverbal communication to express emotions,,,,PK,,,1,0,,,2025-01-31T20:58:52+00:00
4182d5fe-f72a-4276-9c6d-2d06b02fcca8,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/4182d5fe-f72a-4276-9c6d-2d06b02fcca8,Standard,2.3.2,SE.7,"Shows care, empathy, and concern for others.",,,,,,,1,6,,,2025-02-04T15:10:32+00:00
8ea2a802-aa64-46b6-ba2e-99e9408f8cff,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.2.1,SE.7.A,Infants (INF 0-8) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:59:03+00:00
3d74291a-296a-454b-a969-a0a4fbc03791,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.2.1.1,SE.7.A.1,Watches a crying peer with interest,,,,,,,1,0,,,2025-01-31T20:59:07+00:00
b8d0384a-c843-4951-ade9-daac3efd4462,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.2.2,SE.7.B,Infants (INF 8-18) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:59:11+00:00
3aa1b2a3-691b-404c-ba50-fc926f031f69,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.2.2.1,SE.7.B.1,Pats another child who is crying,,,,,,,1,0,,,2025-01-31T20:59:16+00:00
eadb02ca-807e-4eda-adbb-bde7b8687161,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.2.3,SE.7.C,Toddler (TOD 24-36) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:59:40+00:00
b19115a8-dd4a-4498-91e0-a479e133ed11,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.2.3.1,SE.7.C.1,Attempts to comfort peers using words or actions,,,,,,,1,0,,,2025-01-31T20:59:36+00:00
bc33b610-e3a7-4883-b733-806f78493d50,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.2.4,SE.7.D,Toddler (TOD 18-24) Learning Outcome,,,,,,,1,1,,,2025-01-31T20:59:26+00:00
c881b596-7920-4f75-b071-9d7b90849946,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Developmental Progression,2.3.2.4.1,SE.7.D.1,Shares or helps peers in distress,,,,,,,1,0,,,2025-01-31T20:59:30+00:00
7f12dbc6-518d-480f-a082-1bf955d871dd,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/67cfefe0-5f91-4386-8fcb-bcce611a4c78,Label,2.3.2.5,SE.7.E,Preschool (PS 36-48) Learning Outcome,,,,,,,1,2,,,2025-01-31T20:59:44+00:00
7b1d74b2-384a-42c3-bc41-10cfe6cb0fff,https://satchelcommons.com/ims/case/v1p0/CFItems/7b1d74b2-384a-42c3-bc41-10cfe6cb0fff,Developmental Progression,2.3.2.5.1,SE.7.E.1,Notices feelings of others.,,,,PK,en,,1,0,,,2025-01-31T20:59:53+00:00
d630953c-beff-4803-8fb0-db7f4ae1c6d9,https://frogstreet.commongoodlt.com/ims/case/v1p0/CFItems/d630953c-beff-4803-8fb0-db7f4ae1c6d9,Developmental Progression,2.3.2.5.2,SE.7.E.2,Seeks out adult help for peers who are distressed or upset.,,,,,,,1,0,,,2025-01-31T20:59:59+00:00
